1
1
1										
1980	3	29	12	44236.81	0	0	499.39	0	20.71	1.36	687.67
1980	3	30	12	44582.39	0	0	397.73	0	18.53	6.33	960.07
1980	3	31	12	44582.39	0	0	392.08	0	19.72	7.79	1062.93
1980	4	1	12	44928	0	0	435.18	0	19.53	5.46	895.17
1980	4	2	12	44928	0	0	411.68	0	16.59	3.8	823.3
1980	4	3	12	45261.54	0	0	471.57	0	19.2	2.86	751.18
1980	4	4	12	45273.61	1.35	0	241.83	0	14.43	7.21	1017.68
1980	4	5	12	45273.61	15.97	0	116.39	0	13.87	9.91	1232.53
1980	4	6	12	45619.19	0.4	0	345.03	0	15.11	5.12	888.89
1980	4	7	12	45619.19	0	0	462.43	0	17.49	2.61	748.88
1980	4	8	12	45964.8	0	0	501.67	0	20.03	2.21	728.32
1980	4	9	12	45964.8	0	0	393.46	0	19.9	8.21	1097.34
1980	4	10	12	45964.8	0	0	488.32	0	21.29	4.39	847.42
1980	4	11	12	46310.4	0	0	496.77	0	23.09	5.32	901.71
1980	4	12	12	46310.4	0	0	517.36	0	24.62	4.69	862.96
1980	4	13	12	46655.97	0	0	532.25	0	27.49	4.98	863.53
1980	4	14	12	46655.97	0	0	372.21	0	22.29	10.77	1293.03
1980	4	15	12	46700.45	0	0	468.89	0	22.24	6.3	955.04
1980	4	16	12	47001.61	0	0	511.02	0	25.23	5.95	900.25
1980	4	17	12	47001.61	0	0	465.74	0	26.03	9.77	1160.14
1980	4	18	12	47347.2	0	0	483.4	0	24.12	7.3	966.13
1980	4	19	12	47347.2	0	0	450.44	0	23.38	8.48	1075.9
1980	4	20	12	47391.67	0.04	0	386.87	0	21.8	9.81	1194.82
1980	4	21	12	47692.79	2.84	0	319.14	0	15.83	5.95	919.29
1980	4	22	12	47692.79	5.97	0	133.22	0	10.95	6.45	963.63
1980	4	23	12	48038.4	4.69	0	147.76	0	11.68	6.9	991.96
1980	4	24	12	48038.4	0.19	0	286.63	0	15.15	7.53	1049.45
1980	4	25	12	48038.4	0	0	415.62	0	18.87	7.03	1001.21
1980	4	26	12	48383.99	0	0	525.05	0	20.32	2.52	706.57
1980	4	27	12	48383.99	0	0	520.63	0	23.02	5.22	841.04
1980	4	28	12	48525.48	0	0	362.36	0	21.3	11.22	1327.75
1980	4	29	12	48729.6	0.08	0	369.89	0	18.13	8.05	1095.72
1980	4	30	12	48729.6	0	0	480.38	0	21.22	6.39	947.84
1980	5	1	12	49075.19	0	0	507.57	0	22.89	6.48	920.87
1980	5	2	12	49075.19	0	0	542.75	0	24.39	4.98	804.05
1980	5	3	12	49075.19	0	0	543.15	0	25.47	5.82	843
1980	5	4	12	49420.81	0	0	538.17	0	26.27	6.5	884.95
1980	5	5	12	49420.81	0	0	464.27	0	25.07	9.95	1168.31
1980	5	6	12	49420.81	0	0	436.72	0	22.31	8.63	1088.08
1980	5	7	12	49766.39	0	0	511.8	0	23.92	6.05	889.43
1980	5	8	12	49766.39	0	0	517.59	0	22.76	4.88	814.59
1980	5	9	12	49766.39	0.77	0	380.38	0	17.14	5.47	910.8
1980	5	10	12	50112.01	5.46	0	254.5	0	15.24	5.83	923.81
1980	5	11	12	50112.01	5.03	0	266.25	0	13.32	3.65	804.96
1980	5	12	12	50112.01	0.87	0	276.28	0	15.11	7.82	1067.55
1980	5	13	12	50377.68	0	0	318.19	0	17.38	9.16	1171.41
1980	5	14	12	50457.61	0	0	407.21	0	18.85	7.82	1059.03
1980	5	15	12	50457.61	0	0	450.61	0	20.6	7.87	1032.4
1980	5	16	12	50502.09	0	0	519.2	0	22.91	6.68	898.23
1980	5	17	12	50803.19	0	0	576.41	0	26.13	4.6	697.72
1980	5	18	12	50803.19	0	0	583.06	0	28.46	5.57	685.86
1980	5	19	12	50803.19	0	0	538.67	0	30.27	11.55	1000.48
1980	5	20	12	51068.92	0	0	513.3	0	30.63	13.59	1091.68
1980	5	21	12	51148.83	0	0	558.56	0	27.83	8	656.19
1980	5	22	12	51148.83	0	0	442.6	0	20.04	7.29	688.66
1980	5	23	12	51148.83	0	0	364.3	0	16.33	6.29	748.33
1980	5	24	12	51290.3	0	0	438.6	0	17.68	4.77	593.53
1980	5	25	12	51494.39	0.16	0	518.08	0	19.85	2.66	430.56
1980	5	26	12	51494.39	0	0	562.86	0	22.29	2.24	368.06
1980	5	27	12	51494.39	0	0	467.68	0	19.43	5.42	561.93
1980	5	28	12	51494.39	0	0	427.98	0	20.59	8.11	707.52
1980	5	29	12	51760.09	0	0	405.97	0	20.61	8.92	737.76
1980	5	30	12	51840	0	0	485.04	0	21.77	6.88	545.94
1980	5	31	12	51840	0	0	449	0	21.17	7.96	629.37
1980	6	1	12	51840	0	0	446.49	0	22.11	9.14	652.25
1980	6	2	12	51840	0	0	509.75	0	21.1	5.55	426.04
1980	6	3	12	51884.48	0	0	407.18	0	20.16	9.03	669.4
1980	6	4	12	52173.54	0	0	347.83	0	19.06	9.98	746.14
1980	6	5	12	52185.62	0	0	510.46	0	19.11	4.2	333.28
1980	6	6	12	52185.62	0	0	532.53	0	23.53	7.18	368.74
1980	6	7	12	52185.62	0	0	567.9	0	21.82	3.24	282.5
1980	6	8	12	52185.62	0	0	573.09	0	24.62	5.07	319.67
1980	6	9	12	52185.62	0	0	581.42	0	27.26	6.15	345.47
1980	6	10	12	52185.62	0	0	506.43	0	25.94	10.16	464.61
1980	6	11	12	52185.62	0	0	513.3	0	22.9	6.74	371.67
1980	6	12	12	52327.1	0	0	483.86	0	24.32	9.36	451.11
1980	6	13	12	52451.31	0	0	501.53	0	24.31	8.33	407.97
1980	6	14	12	52519.14	0	0	518.83	0	22.99	6.02	348.37
1980	6	15	12	52531.22	0	0	527.77	0	27.3	9.28	434.96
1980	6	16	12	52531.22	0	0	505.51	0	28.9	12.35	537.27
1980	6	17	12	52531.22	0	0	516.65	0	29.46	12.36	541.34
1980	6	18	12	52531.22	0	0	580.31	0	29.09	7.02	365.3
1980	6	19	12	52531.22	0	0	518.06	0	25.01	8.06	401.43
1980	6	20	12	52531.22	0	0	476.81	0	26.15	11.47	528.15
1980	6	21	12	52531.22	0	0	485.99	0	25.19	10.04	471.35
1980	6	22	12	52531.22	0	0	525.49	0	27.55	9.84	447.13
1980	6	23	12	52531.22	0	0	499.77	0	26.93	10.59	470.56
1980	6	24	12	52531.22	0	0	448.61	0	24.28	10.71	483.82
1980	6	25	12	52531.22	0	0	503.91	0	24.63	8.6	409.05
1980	6	26	12	52519.14	0	0	554.28	0	27.17	7.4	378.61
1980	6	27	12	52451.31	0	0	553.43	0	30.11	9.78	449.76
1980	6	28	12	52327.1	0	0	570.53	0	32.81	10.35	464.25
1980	6	29	12	52230.09	0	0	467.54	0	32.84	17.3	762.88
1980	6	30	12	52185.62	0	0	417.83	0	28.71	15.67	695.4
1980	7	1	12	52185.62	0	0	385.18	0	28.08	16.27	766.94
1980	7	2	12	52185.62	9.07	0	244.67	0	25	15.25	974.87
1980	7	3	12	52185.62	1.23	0	337.94	0	23.54	12.9	762.86
1980	7	4	12	52185.62	0	0	497.48	0	25.32	8.78	427.44
1980	7	5	12	52185.62	0	0	477.3	0	25.34	9.83	450.11
1980	7	6	12	52185.62	0	0	425.29	0	25.74	12.62	542.68
1980	7	7	12	51981.5	0	0	442.84	0	25.39	11.68	500.69
1980	7	8	12	51840	0	0	449.18	0	24.77	10.95	483.92
1980	7	9	12	51840	0	0	465.5	0	24.14	9.77	438.71
1980	7	10	12	51840	0	0	560.12	0	27.48	6.96	363.92
1980	7	11	12	51840	0	0	507.18	0	29.35	12.28	532.68
1980	7	12	12	51840	0	0	466.62	0	28.05	13.19	566.13
1980	7	13	12	51538.87	0	0	411.42	0	26.31	13.94	615.21
1980	7	14	12	51494.39	0	0	494.07	0	27.12	11.05	483.76
1980	7	15	12	51494.39	0	0	537.83	0	30.94	11.71	510.7
1980	7	16	12	51494.39	0	0	469.62	0	32.33	17.08	737.95
1980	7	17	12	51482.32	0	0	518.11	0	32.84	14.8	625.84
1980	7	18	12	51148.83	0	0	529.64	0	31.83	13.22	562.55
1980	7	19	12	51148.83	0	0	527.34	0	30.6	12.24	527.61
1980	7	20	12	51148.83	0	0	543.12	0	31.31	11.42	499.58
1980	7	21	12	51148.83	0	0	530.42	0	32.59	13.44	573.35
1980	7	22	12	50803.19	0	0	536.09	0	33.83	14	596.12
1980	7	23	12	50803.19	0	0	509.58	0	34.52	16.44	703.98
1980	7	24	12	50803.19	0	0	528.7	0	34.7	14.9	639.95
1980	7	25	12	50791.12	0	0	525.7	0	36.23	16.49	706.19
1980	7	26	12	50457.61	0	0	532.21	0	36.62	16.23	696.34
1980	7	27	12	50457.61	0	0	498	0	37.42	19.37	862.01
1980	7	28	12	50457.61	0	0	456.81	0	36.65	21.1	965.42
1980	7	29	12	50112.01	0	0	475.22	0	36.73	20.16	900.74
1980	7	30	12	50112.01	0	0	475.21	0	35.98	19.38	858.02
1980	7	31	12	50112.01	0	0	445.58	0	35.74	20.58	926.32
1980	8	1	12	49907.9	0	0	468.95	0	37.17	20.45	920.23
1980	8	2	12	49766.39	0	0	487.43	0	36.21	18.33	801.6
1980	8	3	12	49766.39	0	0	540.92	0	34.24	12.45	538.35
1980	8	4	12	49562.29	0	0	525.01	0	30.58	10.33	462.9
1980	8	5	12	49420.81	0	0	503.29	0	27.72	9.11	423.56
1980	8	6	12	49420.81	0	0	463.1	0	28.61	12.25	526.04
1980	8	7	12	49119.69	0	0	502.04	0	31.37	12.18	527.38
1980	8	8	12	49075.19	0	0	473.96	0	32.06	14.55	612.97
1980	8	9	12	49075.19	0	0	501.65	0	33.03	13.64	580.71
1980	8	10	12	48729.6	0	0	498.44	0	34.03	14.61	613.11
1980	8	11	12	48729.6	0	0	486.3	0	34.52	15.73	660.34
1980	8	12	12	48729.6	0	0	528.88	0	33.26	10.84	480.01
1980	8	13	12	48383.99	0	0	502.21	0	31.36	11.3	493.69
1980	8	14	12	48383.99	0	0	375.09	0	24.81	12	507.82
1980	8	15	12	48383.99	0	0	456.31	0	24.9	8.08	394.09
1980	8	16	12	48038.4	0	0	471.19	0	28.03	10.18	456.56
1980	8	17	12	48038.4	0	0	486.54	0	28.6	9.64	440.3
1980	8	18	12	47692.79	0	0	474.78	0	26.65	8.55	407.74
1980	8	19	12	47692.79	0	0	452.86	0	24.58	7.88	387.15
1980	8	20	12	47692.79	0	0	470.23	0	27.91	9.87	450.5
1980	8	21	12	47347.2	0	0	431.58	0	29.52	13.66	576.17
1980	8	22	12	47347.2	0	0	434.37	0	28.2	12.26	529.03
1980	8	23	12	47046.09	0	0	489.79	0	25.73	6.51	351.84
1980	8	24	12	47001.61	0	0	465.9	0	28.23	10.29	459.53
1980	8	25	12	47001.61	0	0	453.31	0	29.01	11.89	515.2
1980	8	26	12	46655.97	0	0	432.41	0	29.06	13.07	556.67
1980	8	27	12	46655.97	0	0	445.11	0	28.57	11.81	514.84
1980	8	28	12	46310.4	0	0	511.36	0	27.49	5.8	335.73
1980	8	29	12	46310.4	0	0	445.23	0	25.84	8.92	419.16
1980	8	30	12	46310.4	0	0	390.65	0	26.43	12.29	523.33
1980	8	31	12	45964.8	0	0	424.93	0	27.67	11.69	508.64
1980	9	1	12	45964.8	0	0	437.05	0	29.24	12.3	534.01
1980	9	2	12	45619.19	0	0	428.53	0	29.42	13.1	560.08
1980	9	3	12	45619.19	0	0	436.02	0	29.41	12.62	535.26
1980	9	4	12	45619.19	0	0	437.74	0	30.24	13.25	563.4
1980	9	5	12	45273.61	0	0	478.55	0	30.39	10.19	460.77
1980	9	6	12	45273.61	0	0	445.56	0	27.91	10.31	462.13
1980	9	7	12	44928	0	0	346.61	0	24.91	12.64	541.59
1980	9	8	12	44928	0	0	291.84	0	25.05	15.07	639.82
1980	9	9	12	44582.39	0	0	394.86	0	26.81	12.3	525.93
1980	9	10	12	44582.39	0	0	417.94	0	27.83	12.02	514.85
1980	9	11	12	44582.39	0	0	402.63	0	27.36	12.5	531.15
1980	9	12	12	44236.81	0	0	458.66	0	30.35	11.59	501.83
1980	9	13	12	44236.81	0	0	456.71	0	28.11	9.25	431.61
1980	9	14	12	43891.19	0	0	322.84	0	20.4	9.29	423.45
1980	9	15	12	43891.19	0	0	365.61	0	23.21	10.16	463.07
1980	9	16	12	43590.08	0	0	404.48	0	25.69	10.47	464.67
1980	9	17	12	43545.6	0	0	437.65	0	27.4	9.86	447.26
1980	9	18	12	43545.6	0	0	379.48	0	25.84	11.81	512.27
1980	9	19	12	43200.01	0	0	335.06	0	24.03	12.24	518.13
1980	9	20	12	43200.01	0	0	392.56	0	24.45	9.75	442.66
1980	9	21	12	42854.4	0	0	434.25	0	25.54	7.83	395.04
1980	9	22	12	42854.4	0	0	436.97	0	27.86	9.62	445.27
1980	9	23	12	42854.4	0	0	443.38	0	30.61	11.35	496.19
1980	9	24	12	42508.81	0	0	447.58	0	32.03	11.86	504.91
1980	9	25	12	42508.81	0	0	429.82	0	32.2	13.27	554.49
1980	9	26	12	42163.18	0	0	409.15	0	30.34	13.03	549.49
1980	9	27	12	42163.18	0	0	433.75	0	27.47	8.21	397.88
1980	9	28	12	41817.61	0	0	375.15	0	26.83	11.8	502.91
1980	9	29	12	41817.61	0	0	437.05	0	30.75	10.01	456.87
1980	9	30	12	41817.61	0	0	430.1	0	33.68	13	552.36
1980	10	1	12	41472	0	0	434.77	0	35.47	13.48	571.62
1980	10	2	12	41472	0	0	431.94	0	36.17	13.77	588.27
1980	10	3	12	41126.39	0	0	419.33	0	36.36	15	628.82
1980	10	4	12	41126.39	0	0	401.77	0	35.15	15.37	637.8
1980	10	5	12	40780.82	0	0	391.94	0	33.6	14.71	626.53
1980	10	6	12	40780.82	0	0	380.5	0	32.46	14.4	598.72
1980	10	7	12	40780.82	0	0	395.47	0	33.1	13.18	566.18
1980	10	8	12	40435.18	0	0	383.22	0	32.89	13.6	572.33
1980	10	9	12	40435.18	0	0	391.22	0	31.2	10.91	477.36
1980	10	10	12	40089.61	0	0	388.69	0	28.23	8.1	394.44
1980	10	11	12	40089.61	0	0	361.68	0	23.65	5.9	340.52
1980	10	12	12	40089.61	0	0	286.76	0	22.65	9.79	445.42
1980	10	13	12	39744.02	0	0	240.09	0	19.04	8.69	451.38
1980	10	14	12	39744.02	0	0	220.22	0	17.54	8.06	458.87
1980	10	15	12	39398.38	0	0	295.12	0	20.62	7.18	363.7
1980	10	16	12	39398.38	0	0	345.41	0	21.78	4.41	307.67
1980	10	17	12	39353.9	0	0	327.98	0	20.14	4.23	294.09
1980	10	18	12	39052.8	0	0	337.7	0	21.49	4.48	310.38
1980	10	19	12	39052.8	0	0	341.67	0	23.39	5.65	332.48
1980	10	20	12	38707.2	0	0	339.22	0	24.73	6.81	359.2
1980	10	21	12	38707.2	0	0	335.71	0	25.24	7.37	370.25
1980	10	22	12	38707.2	0	0	348.64	0	25.81	6.26	347.93
1980	10	23	12	38361.61	0	0	346.33	0	26.83	7.2	370.97
1980	10	24	12	38361.61	0	0	315.19	0	25.06	8.3	397.86
1980	10	25	12	38016	0	0	294.74	0	20.94	5.82	334.83
1980	10	26	12	38016	0.42	0	251.79	0	18.89	6.58	362.96
1980	10	27	12	38016	0	0	315.45	0	22.6	5.45	330.77
1980	10	28	12	37670.41	0	0	300.91	0	21.71	5.66	319.77
1980	10	29	12	37670.41	0	0	324.13	0	22.81	4.36	300.95
1980	10	30	12	37670.41	0	0	322.24	0	23.01	4.54	304.45
1980	10	31	12	37324.8	0	0	325.22	0	23.7	4.64	310.98
1980	11	1	12	37324.8	0	0	310.97	0	22.97	5.38	331.09
1980	11	2	12	37280.33	0	0	319.5	0	24.55	5.8	335.07
1980	11	3	12	36979.22	0	0	299.72	0	24.75	7.81	386.62
1980	11	4	12	36979.22	0	0	319.74	0	26.39	6.89	362.59
1980	11	5	12	36837.73	0	0	303.19	0	24.29	6.47	351.23
1980	11	6	12	36633.6	0	0	293.29	0	24.34	7.4	365.46
1980	11	7	12	36633.6	0	0	271.96	0	23.63	8.48	400.48
1980	11	8	12	36589.12	0.01	0	279.58	0	22.11	6.35	348.53
1980	11	9	12	36287.99	0	0	317.59	0	22.49	2.09	253.6
1980	11	10	12	36287.99	0	0	233.82	0	18.74	6.26	395.07
1980	11	11	12	36287.99	0	0	150.21	0	16.55	8.87	753.68
1980	11	12	12	35942.39	0	0	247.57	0	16.53	2.87	318.36
1980	11	13	12	35942.39	0	0	284.16	0	16.81	-0.28	216.65
1980	11	14	12	35942.39	0	0	279.09	0	17.08	0.19	225.51
1980	11	15	12	35608.87	0	0	247.47	0	19.24	5.02	337.28
1980	11	16	12	35596.8	0	0	255.07	0	17.28	2.31	285.05
1980	11	17	12	35596.8	0	0	247.48	0	17.82	3.4	315.82
1980	11	18	12	35596.8	0	0	280.43	0	19.27	1.4	246.03
1980	11	19	12	35251.18	0	0	263.3	0	17.79	1.67	260.62
1980	11	20	12	35251.18	0	0	270.41	0	17.95	0.88	244.58
1980	11	21	12	35251.18	0	0	264.27	0	17.23	0.73	253.21
1980	11	22	12	35251.18	2.77	0	123.86	0	15.84	7.97	833.55
1980	11	23	12	34917.65	0	0	113.63	0	15	8.99	934.09
1980	11	24	12	34905.58	0	0	196.11	0	15.71	4.89	481.1
1980	11	25	12	34905.58	0	0	251.17	0	16.88	1.69	289.91
1980	11	26	12	34905.58	0	0	279	0	18.96	0.21	226.39
1980	11	27	12	34861.1	0	0	286.58	0	19.34	-1.04	207.18
1980	11	28	12	34560.01	0	0	287.71	0	21.18	0.18	220.72
1980	11	29	12	34560.01	0	0	255.32	0	18.05	1.58	280.88
1980	11	30	12	34560.01	0	0	176.94	0	16.02	6	570.11
1980	12	1	12	34560.01	0	0	223.82	0	15.56	2.24	359.11
1980	12	2	12	34560.01	0	0	134.23	0	14.07	6.78	751.85
1980	12	3	12	34418.52	4.11	0	46.83	0	12.78	10.1	1244.19
1980	12	4	12	34214.4	20.8	0	56.09	0	13.01	9.35	1177.69
1980	12	5	12	34214.4	0	0	165.29	0	10.35	1.77	584.69
1980	12	6	12	34214.4	0	0	212.88	0	10.49	-1.05	431.61
1980	12	7	12	34214.4	0	0	170.69	0	9.39	0.69	546.77
1980	12	8	12	34214.4	0	0	238.03	0	11.19	-2.15	362.51
1980	12	9	12	34214.4	0	0	274.19	0	12.41	-5.51	252.39
1980	12	10	12	34214.4	0	0	276.65	0	14.69	-4.41	261.13
1980	12	11	12	34169.91	0	0	271.71	0	14.97	-3.62	279.51
1980	12	12	12	34072.91	0	0	268.53	0	14.73	-3.51	286.78
1980	12	13	12	33948.71	0	0	266.61	0	14.87	-3.25	291.26
1980	12	14	12	33880.88	0	0	257.7	0	15.32	-1.41	339.54
1980	12	15	12	33868.8	0	0	264.11	0	17.36	-0.64	339.95
1980	12	16	12	33868.8	0	0	275.16	0	19.06	-1.51	298.49
1980	12	17	12	33868.8	0	0	256.25	0	18.93	1.59	398.83
1980	12	18	12	33868.8	0	0	208.08	0	17.8	5.55	626.03
1980	12	19	12	33868.8	0	0	207.23	0	16.54	4.5	594.02
1980	12	20	12	33868.8	0	0	217.48	0	15.44	2.7	515.4
1980	12	21	12	33868.8	1.57	0	200.3	0	13.28	-0.56	448.18
1980	12	22	12	33868.8	3.95	0	138.04	0	13.76	3.39	727.48
1980	12	23	12	33868.8	0	0	187.84	0	15.1	4.18	713.7
1980	12	24	12	33868.8	0	0	209.32	0	14.26	1.84	573.08
1980	12	25	12	33868.8	0	0	205.18	0	15.23	3.24	630.81
1980	12	26	12	33880.88	0	0	237.37	0	16.59	1.73	514.62
1980	12	27	12	33948.71	0	0	222.98	0	13.97	0.81	517.55
1980	12	28	12	34072.91	0	0	228.85	0	13.88	0.46	498.25
1980	12	29	12	34214.4	0	0	228.68	0	13.83	0.59	503.16
1980	12	30	12	34214.4	0	0	220.33	0	12.37	-0.12	498.49
1980	12	31	12	34214.4	0	0	224.5	0	13.1	0.24	500.82
1981	1	1	12	34214.4	0	0	241.07	0	10.84	-2.35	521.74
1981	1	2	12	34214.4	0	0	143.81	0	4.83	-1.57	551.3
1981	1	3	12	34214.4	1.6	0	202.76	0	11.95	1.89	701.76
1981	1	4	12	34214.4	0	0	243.58	0	14.82	1.64	693.8
1981	1	5	12	34214.4	0	0	256.83	0	16.24	1.47	682.65
1981	1	6	12	34226.47	0	0	260.09	0	14.22	-0.61	592.32
1981	1	7	12	34515.53	0	0	241.55	0	11.29	-1.32	560
1981	1	8	12	34560.01	0	0	221.88	0	9.84	-1.16	568.8
1981	1	9	12	34560.01	0	0	217.21	0	9.91	-0.72	587.2
1981	1	10	12	34560.01	0	0	244.69	0	10.63	-2.04	534.56
1981	1	11	12	34560.01	0	0	250.31	0	10.54	-2.48	515.86
1981	1	12	12	34639.91	0	0	240.79	0	11.5	-0.52	594.59
1981	1	13	12	34905.58	0	0	279.16	0	15.31	-0.65	589.31
1981	1	14	12	34905.58	0	0	295.79	0	17.46	-1.22	566.02
1981	1	15	12	34905.58	0	0	274.28	0	16.6	1.52	688.53
1981	1	16	12	34905.58	1.82	0	231.91	0	18.53	7.11	1008.93
1981	1	17	12	35109.7	0.79	0	222.4	0	15.7	5.27	893.42
