1																																																																																		
1																																																																																		
1																																																																																		
Year	Mnth	Day	LATITUDE	LONGITUDE	ELEVATION	ACMH	ACSH	AWND	DAPR	FMTM	FRGB	FRGT	MDPR	MDSF	PGTM	Nitrate	Q	prcp(mm/day)	PSUN	SNOW	SNWD	TAVG	tmax(C)_daymet tmin(C)_daymet	TOBS	TSUN	WDF1	WDF2	WDF5	WDFG	WDFM	WESD	WESF	WSF1	WSF2	WSF5	WSFG	WSFM	WT01	WT02	WT03	WT04	WT05	WT06	WT07	WT08	WT09	WT10	WT11	WT13	WT14	WT15	WT16	WT17	WT18	WT19	WT21	WT22	WV03	WV20	DAEV	DAWM	EVAP	MDEV	MDWM	MNPN	MXPN	WDMV	FRTH	GAHT	SN32	SX32	DASF	SN02	SX02	SN01	SN03	SX01	SX03	SN52	SX52	Occur	
2000	1	26	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		68	0	0	0	0	0	48	26	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.9	0	0	40	48	0	0	0	0	0	0	0	0	0	37984
2000	1	27	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		65	0	0	0	0	0	43	26	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.9	0	0	38	45	0	0	0	0	0	0	0	0	0	37984
2000	1	28	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		65	0.11	0	0	0	0	49	32	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	39.8	0	0	40	47	0	0	0	0	0	0	0	0	0	37984
2000	1	29	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		66	0.03	0	0	0	0	49	38	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	55.3	0	0	43	47	0	0	0	0	0	0	0	0	0	37984
2000	1	30	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		66	0.02	0	0	0	0	53	41	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	49.1	0	0	47	50	0	0	0	0	0	0	0	0	0	37984
2000	1	31	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		66	0.12	0	0	0	0	47	31	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	47.8	0	0	43	50	0	0	0	0	0	0	0	0	0	37984
2000	2	1	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		64	0	0	0	0	0	54	30	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	37.9	0	0	43	50	0	0	0	0	0	0	0	0	0	37984
2000	2	2	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		63	0	0	0	0	0	57	37	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	23	0	0	42	51	0	0	0	0	0	0	0	0	0	37984
2000	2	3	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		62	0	0	0	0	0	58	33	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	23	0	0	49	53	0	0	0	0	0	0	0	0	0	37984
2000	2	4	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		62	0	0	0	0	0	62	35	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	18	0	0	43	54	0	0	0	0	0	0	0	0	0	37984
2000	2	5	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		61	0	0	0	0	0	63	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.1	0	0	42	52	0	0	0	0	0	0	0	0	0	37984
2000	2	6	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		61	0	0	0	0	0	51	28	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.1	0	0	41	53	0	0	0	0	0	0	0	0	0	37984
2000	2	7	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		61	0	0	0	0	0	57	29	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	40	52	0	0	0	0	0	0	0	0	0	37984
2000	2	8	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		61	0	0	0	0	0	63	33	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	11.8	0	0	42	54	0	0	0	0	0	0	0	0	0	37984
2000	2	9	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		62	0.03	0	0	0	0	58	36	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	8.1	0	0	45	50	0	0	0	0	0	0	0	0	0	37984
2000	2	10	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		61	0	0	0	0	0	68	39	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	29.2	0	0	44	58	0	0	0	0	0	0	0	0	0	37984
2000	2	11	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		61	0	0	0	0	0	70	40	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	51	0	0	47	59	0	0	0	0	0	0	0	0	0	37984
2000	2	12	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		60	0	0	0	0	0	75	59	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	49.7	0	0	55	65	0	0	0	0	0	0	0	0	0	37984
2000	2	13	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		61	0.01	0	0	0	0	76	59	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	44.1	0	0	59	68	0	0	0	0	0	0	0	0	0	37984
2000	2	14	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		64	0.2	0	0	0	0	76	64	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	92	0	0	61	66	0	0	0	0	0	0	0	0	0	37984
2000	2	15	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		62	0	0	0	0	0	78	47	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	26.1	0	0	56	69	0	0	0	0	0	0	0	0	0	37984
2000	2	16	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		60	0	0	0	0	0	75	47	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	18	0	0	55	67	0	0	0	0	0	0	0	0	0	37984
2000	2	17	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		61	0.02	0	0	0	0	79	60	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	14.9	0	0	59	69	0	0	0	0	0	0	0	0	0	37984
2000	2	18	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		60	0.01	0	0	0	0	76	64	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	34.2	0	0	64	68	0	0	0	0	0	0	0	0	0	37984
2000	2	19	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		60	0	0	0	0	0	79	66	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	60.9	0	0	65	73	0	0	0	0	0	0	0	0	0	37984
2000	2	20	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		59	0	0	0	0	0	70	36	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0	0	67.7	0	0	55	72	0	0	0	0	0	0	0	0	0	37984
2000	2	21	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		58	0	0	0	0	0	67	36	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	37.3	0	0	53	67	0	0	0	0	0	0	0	0	0	37984
2000	2	22	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		58	0	0	0	0	0	67	40	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	21.7	0	0	53	64	0	0	0	0	0	0	0	0	0	37984
2000	2	23	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		58	0	0	0	0	0	70	43	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	21.1	0	0	53	67	0	0	0	0	0	0	0	0	0	37984
2000	2	24	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		59	0	0	0	0	0	75	54	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	29.2	0	0	57	67	0	0	0	0	0	0	0	0	0	37984
2000	2	25	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		58	0	0	0	0	0	77	54	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	24.9	0	0	58	70	0	0	0	0	0	0	0	0	0	37984
2000	2	26	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		58	0	0	0	0	0	77	55	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	31.7	0	0	59	69	0	0	0	0	0	0	0	0	0	37984
2000	2	27	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		65	0.6	0	0	0	0	78	52	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	62.8	0	0	61	71	0	0	0	0	0	0	0	0	0	37984
2000	2	28	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		67	0	0	0	0	0	70	46	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	32.9	0	0	55	70	0	0	0	0	0	0	0	0	0	37984
2000	2	29	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		61	0	0	0	0	0	72	43	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	23	0	0	54	68	0	0	0	0	0	0	0	0	0	37984
2000	3	1	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		59	0	0	0	0	0	75	44	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	28	0	0	53	69	0	0	0	0	0	0	0	0	0	37984
2000	3	2	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		59	0	0	0	0	0	78	57	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	49.1	0	0	58	71	0	0	0	0	0	0	0	0	0	37984
2000	3	3	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		58	0	0	0	0	0	78	54	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	21.1	0	0	62	73	0	0	0	0	0	0	0	0	0	37984
2000	3	4	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		58	0	0	0	0	0	78	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	87	0	0	61	72	0	0	0	0	0	0	0	0	0	37984
2000	3	5	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		58	0	0	0	0	0	65	44	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	39.8	0	0	57	73	0	0	0	0	0	0	0	0	0	37984
2000	3	6	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		57	0	0	0	0	0	71	45	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	21.7	0	0	58	74	0	0	0	0	0	0	0	0	0	37984
2000	3	7	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		57	0	0	0	0	0	77	48	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	24.2	0	0	57	74	0	0	0	0	0	0	0	0	0	37984
2000	3	8	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		57	0	0	0	0	0	80	51	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	26.1	0	0	60	74	0	0	0	0	0	0	0	0	0	37984
2000	3	9	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		57	0	0	0	0	0	80	54	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	26.7	0	0	61	76	0	0	0	0	0	0	0	0	0	37984
2000	3	10	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		57	0	0	0	0	0	81	60	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	41	0	0	65	76	0	0	0	0	0	0	0	0	0	37984
2000	3	11	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		57	0	0	0	0	0	81	60	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	46	0	0	69	80	0	0	0	0	0	0	0	0	0	37984
2000	3	12	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		60	0.03	0	0	0	0	76	37	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0	0	75.2	0	0	58	75	0	0	0	0	0	0	0	0	0	37984
2000	3	13	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		57	0	0	0	0	0	63	38	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	34.8	0	0	55	69	0	0	0	0	0	0	0	0	0	37984
2000	3	14	30.5468	87.8807	7	0	0	0	0	0	0	0	0	0	0		57	0	0	0	0	0	68	40	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	23	0	0	55	72	0	0	0	0	0	0	0	0	0	37984
