1												
1												
1												
Year	Mnth	Day	LATITUDE	LONGITUDE	ELEVATION	prcp(mm/day)	GWD	SNOW	SNWD	tmax(C)_daymet	tmin(C)_daymet	TOBS
1980	4	13	0	0	0	3.8		0	0	72	61	65
1980	4	14	0	0	0	1.06		0	0	73	47	47
1980	4	15	0	0	0	0		0	0	60	46	55
1980	4	16	0	0	0	0		0	0	72	42	43
1980	4	17	0	0	0	0		0	0	75	43	47
1980	4	18	0	0	0	0		0	0	77	47	53
1980	4	19	0	0	0	1.43		0	0	71	52	53
1980	4	20	0	0	0	0		0	0	73	51	64
1980	4	21	0	0	0	0		0	0	80	54	55
1980	4	22	0	0	0	0		0	0	84	55	61
1980	4	23	0	0	0	0		0	0	88	60	64
1980	4	24	0	0	0	0		0	0	87	61	62
1980	4	25	0	0	0	0		0	0	81	59	64
1980	4	26	0	0	0	1.39		0	0	80	64	66
1980	4	27	0	0	0	0		0	0	81	58	59
1980	4	28	0	0	0	0		0	0	71	52	52
1980	4	29	0	0	0	0		0	0	74	52	60
1980	4	30	0	0	0	0		0	0	79	58	62
1980	5	1	0	0	0	0		0	0	80	62	66
1980	5	2	0	0	0	0		0	0	78	60	60
1980	5	3	0	0	0	0.61		0	0	83	60	65
1980	5	4	0	0	0	0.05		0	0	81	59	60
1980	5	5	0	0	0	0		0	0	81	55	55
1980	5	6	0	0	0	0		0	0	82	55	62
1980	5	7	0	0	0	0		0	0	86	61	69
1980	5	8	0	0	0	0.42		0	0	83	67	67
1980	5	9	0	0	0	0.32		0	0	84	58	58
1980	5	10	0	0	0	0		0	0	79	52	54
1980	5	11	0	0	0	0		0	0	79	54	59
1980	5	12	0	0	0	0		0	0	83	58	66
1980	5	13	0	0	0	0		0	0	85	66	69
1980	5	14	0	0	0	0		0	0	81	68	72
1980	5	15	0	0	0	0.27		0	0	83	67	67
1980	5	16	0	0	0	0		0	0	82	67	75
1980	5	17	0	0	0	4.6		0	0	78	68	75
1980	5	18	0	0	0	2.35		0	0	75	65	73
1980	5	19	0	0	0	0.54		0	0	82	72	72
1980	5	20	0	0	0	0.85		0	0	84	68	68
1980	5	21	0	0	0	0		0	0	84	65	65
1980	5	22	0	0	0	0.27		0	0	87	65	67
1980	5	23	0	0	0	0.1		0	0	82	66	71
1980	5	24	0	0	0	0		0	0	84	69	69
1980	5	25	0	0	0	0		0	0	87	69	78
1980	5	26	0	0	0	0.13		0	0	89	68	68
1980	5	27	0	0	0	0		0	0	91	68	68
1980	5	28	0	0	0	0		0	0	89	68	69
1980	5	29	0	0	0	0		0	0	86	66	66
1980	5	30	0	0	0	0		0	0	86	66	66
1980	5	31	0	0	0	0		0	0	86	66	67
1980	6	1	0	0	0	0		0	0	89	66	77
1980	6	2	0	0	0	0		0	0	89	67	67
1980	6	3	0	0	0	0		0	0	88	65	66
1980	6	4	0	0	0	0		0	0	90	65	65
1980	6	5	0	0	0	0		0	0	92	65	70
1980	6	6	0	0	0	0		0	0	95	69	69
1980	6	7	0	0	0	0		0	0	91	69	76
1980	6	8	0	0	0	0		0	0	91	75	83
1980	6	9	0	0	0	0.03		0	0	94	71	71
1980	6	10	0	0	0	0		0	0	87	61	64
1980	6	11	0	0	0	0		0	0	88	61	61
1980	6	12	0	0	0	0		0	0	93	61	65
1980	6	13	0	0	0	0		0	0	94	65	66
1980	6	14	0	0	0	0		0	0	65	70	0
1980	6	15	0	0	0	0		0	0	89	70	71
1980	6	16	0	0	0	0		0	0	90	68	69
1980	6	17	0	0	0	0		0	0	90	68	69
1980	6	18	0	0	0	0		0	0	93	69	77
1980	6	19	0	0	0	1.15		0	0	90	73	74
1980	6	20	0	0	0	0.47		0	0	89	70	72
1980	6	21	0	0	0	0		0	0	88	71	75
1980	6	22	0	0	0	0.15		0	0	89	71	73
1980	6	23	0	0	0	0		0	0	90	73	74
1980	6	24	0	0	0	0.43		0	0	86	72	75
1980	6	25	0	0	0	0.4		0	0	88	73	77
1980	6	26	0	0	0	0.15		0	0	86	73	80
1980	6	27	0	0	0	0.07		0	0	87	75	76
1980	6	28	0	0	0	0		0	0	88	72	72
1980	6	29	0	0	0	0		0	0	88	72	78
1980	6	30	0	0	0	0		0	0	89	78	80
1980	7	1	0	0	0	0		0	0	95	78	78
1980	7	2	0	0	0	0.04		0	0	95	75	75
1980	7	3	0	0	0	0		0	0	94	74	75
1980	7	4	0	0	0	0		0	0	92	74	75
1980	7	5	0	0	0	0		0	0	92	73	78
1980	7	6	0	0	0	0		0	0	94	73	78
1980	7	7	0	0	0	0		0	0	95	78	78
1980	7	8	0	0	0	1.1		0	0	98	72	72
1980	7	9	0	0	0	0		0	0	95	72	76
1980	7	10	0	0	0	0		0	0	93	75	75
1980	7	11	0	0	0	0		0	0	95	75	77
1980	7	12	0	0	0	0		0	0	95	77	81
1980	7	13	0	0	0	0		0	0	97	81	82
1980	7	14	0	0	0	0		0	0	98	80	80
1980	7	15	0	0	0	0		0	0	100	80	82
1980	7	16	0	0	0	0		0	0	100	78	78
1980	7	17	0	0	0	0		0	0	98	75	76
1980	7	18	0	0	0	0.79		0	0	96	72	73
1980	7	19	0	0	0	0.02		0	0	94	72	75
1980	7	20	0	0	0	1.92		0	0	93	72	75
1980	7	21	0	0	0	0.22		0	0	80	73	74
1980	7	22	0	0	0	0.68		0	0	80	73	74
1980	7	23	0	0	0	0		0	0	88	74	77
1980	7	24	0	0	0	0		0	0	79	73	73
1980	7	25	0	0	0	0		0	0	88	69	69
1980	7	26	0	0	0	0		0	0	90	69	74
1980	7	27	0	0	0	0.1		0	0	85	74	76
1980	7	28	0	0	0	0.04		0	0	88	72	72
1980	7	29	0	0	0	0.39		0	0	85	72	72
1980	7	30	0	0	0	0		0	0	91	71	71
1980	7	31	0	0	0	0		0	0	92	71	74
1980	8	1	0	0	0	0		0	0	93	73	73
1980	8	2	0	0	0	0		0	0	89	73	73
1980	8	3	0	0	0	0		0	0	90	72	84
1980	8	4	0	0	0	0.02		0	0	90	72	72
1980	8	5	0	0	0	0		0	0	91	71	71
1980	8	6	0	0	0	0		0	0	94	71	75
1980	8	7	0	0	0	0		0	0	95	75	85
1980	8	8	0	0	0	0		0	0	95	75	75
1980	8	9	0	0	0	0		0	0	94	73	74
1980	8	10	0	0	0	0		0	0	93	73	74
1980	8	11	0	0	0	0		0	0	90	73	73
1980	8	12	0	0	0	0.34		0	0	86	73	73
1980	8	13	0	0	0	0		0	0	92	73	76
1980	8	14	0	0	0	0.32		0	0	91	74	74
1980	8	15	0	0	0	0.68		0	0	89	74	74
1980	8	16	0	0	0	0.32		0	0	87	74	74
1980	8	17	0	0	0	0		0	0	87	73	84
1980	8	18	0	0	0	0		0	0	91	74	74
1980	8	19	0	0	0	0		0	0	92	74	76
1980	8	20	0	0	0	0.35		0	0	92	76	76
1980	8	21	0	0	0	0		0	0	93	76	79
1980	8	22	0	0	0	0.05		0	0	96	77	77
1980	8	23	0	0	0	0		0	0	96	70	70
1980	8	24	0	0	0	0		0	0	94	69	76
1980	8	25	0	0	0	0		0	0	90	72	73
1980	8	26	0	0	0	0.11		0	0	89	69	69
1980	8	27	0	0	0	0.05		0	0	90	69	70
1980	8	28	0	0	0	0.58		0	0	84	70	70
1980	8	29	0	0	0	0.07		0	0	83	69	69
1980	8	30	0	0	0	1.68		0	0	87	69	71
1980	8	31	0	0	0	0		0	0	89	71	72
1980	9	1	0	0	0	0		0	0	90	72	79
1980	9	2	0	0	0	0		0	0	91	73	73
1980	9	3	0	0	0	0.94		0	0	92	72	73
1980	9	4	0	0	0	0.03		0	0	85	72	72
1980	9	5	0	0	0	0.19		0	0	85	72	73
1980	9	6	0	0	0	0		0	0	90	72	74
1980	9	7	0	0	0	0		0	0	92	73	73
1980	9	8	0	0	0	0		0	0	94	72	75
1980	9	9	0	0	0	0		0	0	95	71	72
1980	9	10	0	0	0	0		0	0	96	71	74
1980	9	11	0	0	0	0		0	0	96	73	73
1980	9	12	0	0	0	0.08		0	0	93	72	74
1980	9	13	0	0	0	0		0	0	90	73	73
1980	9	14	0	0	0	0		0	0	92	71	71
1980	9	15	0	0	0	0		0	0	94	71	71
1980	9	16	0	0	0	0		0	0	94	71	74
1980	9	17	0	0	0	0.09		0	0	90	73	73
1980	9	18	0	0	0	0.85		0	0	79	69	69
1980	9	19	0	0	0	0.82		0	0	86	69	73
1980	9	20	0	0	0	1.72		0	0	85	72	74
1980	9	21	0	0	0	0		0	0	89	73	74
1980	9	22	0	0	0	0		0	0	89	72	72
1980	9	23	0	0	0	0		0	0	90	71	71
1980	9	24	0	0	0	0		0	0	90	71	73
1980	9	25	0	0	0	0.14		0	0	89	71	71
1980	9	26	0	0	0	0.05		0	0	89	71	72
1980	9	27	0	0	0	0		0	0	89	67	67
1980	9	28	0	0	0	0		0	0	91	67	68
1980	9	29	0	0	0	0		0	0	90	67	74
1980	9	30	0	0	0	1.57		0	0	89	73	76
1980	10	1	0	0	0	0.46		0	0	76	65	65
1980	10	2	0	0	0	0		0	0	76	65	66
1980	10	3	0	0	0	0		0	0	80	60	60
1980	10	4	0	0	0	0		0	0	78	49	51
1980	10	5	0	0	0	0		0	0	75	45	55
1980	10	6	0	0	0	0		0	0	74	46	47
1980	10	7	0	0	0	0		0	0	75	46	47
1980	10	8	0	0	0	0		0	0	79	46	48
1980	10	9	0	0	0	0		0	0	84	47	53
1980	10	10	0	0	0	0		0	0	85	52	57
1980	10	11	0	0	0	0		0	0	86	57	59
1980	10	12	0	0	0	0		0	0	87	0	0
1980	10	13	0	0	0	0		0	0	44	44	0
1980	10	14	0	0	0	0		0	0	77	43	46
1980	10	15	0	0	0	0		0	0	81	45	58
1980	10	16	0	0	0	0		0	0	84	58	66
1980	10	17	0	0	0	0		0	0	85	64	68
1980	10	18	0	0	0	0.06		0	0	85	68	75
1980	10	19	0	0	0	0.05		0	0	81	69	69
1980	10	20	0	0	0	0.34		0	0	73	56	56
1980	10	21	0	0	0	0		0	0	71	51	52
1980	10	22	0	0	0	0		0	0	74	51	59
1980	10	23	0	0	0	0.02		0	0	80	57	62
1980	10	24	0	0	0	0.04		0	0	82	62	63
1980	10	25	0	0	0	0.08		0	0	75	47	47
1980	10	26	0	0	0	0		0	0	66	38	38
1980	10	27	0	0	0	0		0	0	73	38	54
1980	10	28	0	0	0	2.18		0	0	79	54	66
1980	10	29	0	0	0	0.45		0	0	69	56	56
1980	10	30	0	0	0	0.76		0	0	58	49	49
1980	10	31	0	0	0	0		0	0	60	41	41
1980	11	1	0	0	0	0		0	0	68	40	41
1980	11	2	0	0	0	0		0	0	74	41	50
1980	11	3	0	0	0	0		0	0	76	50	59
1980	11	4	0	0	0	0.05		0	0	78	57	59
1980	11	5	0	0	0	0		0	0	78	44	44
1980	11	6	0	0	0	0		0	0	71	42	42
1980	11	7	0	0	0	0		0	0	74	42	47
1980	11	8	0	0	0	0		0	0	76	47	50
1980	11	9	0	0	0	0		0	0	78	49	50
1980	11	10	0	0	0	0		0	0	80	49	53
1980	11	11	0	0	0	0		0	0	78	53	55
1980	11	12	0	0	0	0		0	0	70	49	49
1980	11	13	0	0	0	0		0	0	71	49	53
1980	11	14	0	0	0	0		0	0	73	52	64
1980	11	15	0	0	0	0		0	0	76	64	67
1980	11	16	0	0	0	0		0	0	83	63	64
1980	11	17	0	0	0	0		0	0	76	63	69
1980	11	18	0	0	0	0		0	0	78	49	49
1980	11	19	0	0	0	0		0	0	50	33	34
1980	11	20	0	0	0	0		0	0	56	33	34
1980	11	21	0	0	0	0		0	0	61	33	34
1980	11	22	0	0	0	0		0	0	65	34	49
1980	11	23	0	0	0	0.3		0	0	69	49	68
1980	11	24	0	0	0	4.9		0	0	70	55	55
1980	11	25	0	0	0	0		0	0	56	48	48
1980	11	26	0	0	0	0		0	0	56	47	51
1980	11	27	0	0	0	1.42		0	0	59	42	42
1980	11	28	0	0	0	0		0	0	44	34	39
1980	11	29	0	0	0	0		0	0	53	34	36
1980	11	30	0	0	0	0		0	0	65	35	37
1980	12	1	0	0	0	0		0	0	69	37	50
1980	12	2	0	0	0	0		0	0	72	49	59
1980	12	3	0	0	0	0.11		0	0	75	46	46
1980	12	4	0	0	0	0		0	0	66	38	39
1980	12	5	0	0	0	0		0	0	66	39	47
1980	12	6	0	0	0	0		0	0	72	47	50
1980	12	7	0	0	0	0		0	0	75	49	53
1980	12	8	0	0	0	0		0	0	75	53	55
1980	12	9	0	0	0	0		0	0	77	53	66
1980	12	10	0	0	0	0.65		0	0	77	57	57
1980	12	11	0	0	0	0.06		0	0	57	37	37
1980	12	12	0	0	0	0		0	0	58	32	33
1980	12	13	0	0	0	0		0	0	67	32	35
1980	12	14	0	0	0	0		0	0	66	35	40
1980	12	15	0	0	0	0		0	0	65	31	31
1980	12	16	0	0	0	0.25		0	0	64	31	53
1980	12	17	0	0	0	0		0	0	60	39	39
1980	12	18	0	0	0	0		0	0	58	31	31
1980	12	19	0	0	0	0		0	0	66	31	42
1980	12	20	0	0	0	0		0	0	73	41	42
1980	12	21	0	0	0	0		0	0	44	32	34
1980	12	22	0	0	0	0		0	0	42	34	41
1980	12	23	0	0	0	0		0	0	58	39	42
1980	12	24	0	0	0	0		0	0	66	41	61
1980	12	25	0	0	0	0.44		0	0	66	31	31
1980	12	26	0	0	0	0		0	0	45	29	35
1980	12	27	0	0	0	0		0	0	48	31	33
1980	12	28	0	0	0	0		0	0	51	28	34
1980	12	29	0	0	0	0		0	0	58	34	38
1980	12	30	0	0	0	0		0	0	66	37	42
1980	12	31	0	0	0	0		0	0	54	27	27
1981	1	1	0	0	0	0		0	0	60	27	34
1981	1	2	0	0	0	0		0	0	65	32	36
1981	1	3	0	0	0	0		0	0	59	28	28
1981	1	4	0	0	0	0		0	0	63	28	44
1981	1	5	0	0	0	0		0	0	62	29	29
1981	1	6	0	0	0	0		0	0	51	28	38
1981	1	7	0	0	0	0.47		0	0	62	37	41
1981	1	8	0	0	0	0		0	0	55	27	27
1981	1	9	0	0	0	0		0	0	54	27	35
1981	1	10	0	0	0	0		0	0	57	33	33
1981	1	11	0	0	0	0		0	0	52	23	24
1981	1	12	0	0	0	0		0	0	49	21	22
1981	1	13	0	0	0	0		0	0	41	15	16
1981	1	14	0	0	0	0		0	0	51	16	31
1981	1	15	0	0	0	0		0	0	58	31	35
1981	1	16	0	0	0	0		0	0	65	33	36
1981	1	17	0	0	0	0		0	0	55	27	28
1981	1	18	0	0	0	0		0	0	47	21	33
1981	1	19	0	0	0	0		0	0	55	29	32
1981	1	20	0	0	0	0.06		0	0	61	32	43
1981	1	21	0	0	0	0.22		0	0	57	42	42
1981	1	22	0	0	0	0		0	0	44	41	42
1981	1	23	0	0	0	0		0	0	50	33	40
1981	1	24	0	0	0	0		0	0	55	29	30
1981	1	25	0	0	0	0		0	0	62	30	45
1981	1	26	0	0	0	0		0	0	67	40	40
1981	1	27	0	0	0	0		0	0	70	40	47
1981	1	28	0	0	0	0.06		0	0	70	46	49
1981	1	29	0	0	0	0		0	0	67	35	39
1981	1	30	0	0	0	0		0	0	69	39	49
1981	1	31	0	0	0	0		0	0	74	48	51
1981	2	1	0	0	0	0.03		0	0	63	47	63
1981	2	2	0	0	0	0.77		0	0	72	34	34
1981	2	3	0	0	0	0		0	0	48	22	22
1981	2	4	0	0	0	0		0	0	48	20	32
1981	2	5	0	0	0	0		0	0	55	29	32
1981	2	6	0	0	0	0.4		0	0	50	31	41
1981	2	7	0	0	0	0.34		0	0	50	40	47
1981	2	8	0	0	0	0		0	0	58	47	54
1981	2	9	0	0	0	0		0	0	64	36	38
1981	2	10	0	0	0	0.1		0	0	66	36	66
1981	2	11	0	0	0	6		0	0	68	48	48
1981	2	12	0	0	0	0		0	0	48	21	21
1981	2	13	0	0	0	0		0	0	46	21	36
1981	2	14	0	0	0	0		0	0	45	33	45
1981	2	15	0	0	0	0.11		0	0	58	44	54
1981	2	16	0	0	0	0.19		0	0	62	54	58
1981	2	17	0	0	0	0.13		0	0	66	58	62
1981	2	18	0	0	0	0		0	0	73	59	59
1981	2	19	0	0	0	0		0	0	68	48	50
1981	2	20	0	0	0	0		0	0	74	50	57
1981	2	21	0	0	0	0		0	0	77	49	54
1981	2	22	0	0	0	0		0	0	78	52	59
1981	2	23	0	0	0	0.15		0	0	63	43	43
1981	2	24	0	0	0	0		0	0	68	39	40
1981	2	25	0	0	0	0		0	0	75	39	44
1981	2	26	0	0	0	0		0	0	78	43	50
1981	2	27	0	0	0	0		0	0	80	45	45
1981	2	28	0	0	0	0		0	0	82	45	49
1981	3	1	0	0	0	0		0	0	77	49	61
1981	3	2	0	0	0	0		0	0	74	54	54
1981	3	3	0	0	0	0		0	0	72	41	41
1981	3	4	0	0	0	0		0	0	70	41	61
1981	3	5	0	0	0	0.17		0	0	73	56	57
1981	3	6	0	0	0	0		0	0	76	43	43
1981	3	7	0	0	0	0		0	0	67	42	51
1981	3	8	0	0	0	0		0	0	63	45	47
1981	3	9	0	0	0	0		0	0	68	40	41
1981	3	10	0	0	0	0		0	0	69	38	39
1981	3	11	0	0	0	0		0	0	68	38	49
1981	3	12	0	0	0	0		0	0	71	41	44
1981	3	13	0	0	0	0		0	0	69	44	53
1981	3	14	0	0	0	0.13		0	0	59	41	44
1981	3	15	0	0	0	0		0	0	75	41	45
1981	3	16	0	0	0	0		0	0	74	45	53
1981	3	17	0	0	0	0		0	0	71	35	36
1981	3	18	0	0	0	0		0	0	71	36	63
1981	3	19	0	0	0	0		0	0	73	38	38
1981	3	20	0	0	0	0		0	0	61	38	38
1981	3	21	0	0	0	0		0	0	65	37	49
1981	3	22	0	0	0	1.45		0	0	72	49	57
1981	3	23	0	0	0	0.11		0	0	73	46	48
1981	3	24	0	0	0	0		0	0	63	39	40
1981	3	25	0	0	0	0		0	0	68	38	38
1981	3	26	0	0	0	0		0	0	71	38	41
1981	3	27	0	0	0	0		0	0	74	41	44
1981	3	28	0	0	0	0		0	0	76	44	60
1981	3	29	0	0	0	0		0	0	76	60	65
1981	3	30	0	0	0	1.25		0	0	72	58	58
1981	3	31	0	0	0	0		0	0	82	58	63
1981	4	1	0	0	0	0.03		0	0	80	63	71
1981	4	2	0	0	0	0		0	0	76	47	48
1981	4	3	0	0	0	0		0	0	83	48	60
1981	4	4	0	0	0	0		0	0	79	60	66
1981	4	5	0	0	0	0.23		0	0	79	60	61
1981	4	6	0	0	0	0		0	0	75	42	42
1981	4	7	0	0	0	0		0	0	76	42	44
1981	4	8	0	0	0	0		0	0	74	44	54
1981	4	9	0	0	0	0		0	0	75	52	62
1981	4	10	0	0	0	0		0	0	81	56	60
1981	4	11	0	0	0	0		0	0	81	60	64
1981	4	12	0	0	0	0		0	0	82	60	63
1981	4	13	0	0	0	0		0	0	83	57	57
1981	4	14	0	0	0	0		0	0	84	54	55
1981	4	15	0	0	0	0		0	0	86	55	59
1981	4	16	0	0	0	0		0	0	90	59	69
1981	4	17	0	0	0	0		0	0	75	61	62
1981	4	18	0	0	0	0		0	0	83	61	62
1981	4	19	0	0	0	0		0	0	83	59	67
1981	4	20	0	0	0	0		0	0	84	63	64
1981	4	21	0	0	0	0		0	0	85	63	66
1981	4	22	0	0	0	0		0	0	88	64	64
1981	4	23	0	0	0	0		0	0	78	64	69
1981	4	24	0	0	0	0.28		0	0	83	64	64
1981	4	25	0	0	0	0		0	0	78	55	55
1981	4	26	0	0	0	0		0	0	79	55	65
1981	4	27	0	0	0	0		0	0	83	52	52
1981	4	28	0	0	0	0		0	0	84	54	62
1981	4	29	0	0	0	0		0	0	82	62	67
1981	4	30	0	0	0	0.31		0	0	84	66	69
1981	5	1	0	0	0	0		0	0	86	67	68
1981	5	2	0	0	0	0.1		0	0	87	59	60
1981	5	3	0	0	0	0		0	0	82	50	50
1981	5	4	0	0	0	0		0	0	81	50	61
1981	5	5	0	0	0	0		0	0	79	61	67
1981	5	6	0	0	0	1.06		0	0	71	62	62
1981	5	7	0	0	0	0		0	0	70	60	60
1981	5	8	0	0	0	0		0	0	75	57	57
1981	5	9	0	0	0	0		0	0	79	57	60
1981	5	10	0	0	0	0		0	0	81	60	67
1981	5	11	0	0	0	0		0	0	80	51	51
1981	5	12	0	0	0	0		0	0	76	51	51
1981	5	13	0	0	0	0		0	0	80	50	52
1981	5	14	0	0	0	0		0	0	82	52	56
1981	5	15	0	0	0	0		0	0	82	56	57
1981	5	16	0	0	0	0		0	0	80	57	59
1981	5	17	0	0	0	0		0	0	78	58	62
1981	5	18	0	0	0	0		0	0	84	62	68
1981	5	19	0	0	0	0		0	0	87	68	77
1981	5	20	0	0	0	3.93		0	0	77	64	65
1981	5	21	0	0	0	0		0	0	72	53	53
1981	5	22	0	0	0	0		0	0	80	53	56
1981	5	23	0	0	0	0		0	0	81	56	61
1981	5	24	0	0	0	0		0	0	82	61	61
1981	5	25	0	0	0	0.02		0	0	82	61	71
1981	5	26	0	0	0	1.56		0	0	83	70	70
1981	5	27	0	0	0	1.26		0	0	82	68	68
1981	5	28	0	0	0	0		0	0	85	63	63
1981	5	29	0	0	0	0		0	0	88	63	69
1981	5	30	0	0	0	0.16		0	0	86	68	72
1981	5	31	0	0	0	0		0	0	88	69	70
1981	6	1	0	0	0	0		0	0	86	70	74
1981	6	2	0	0	0	0.06		0	0	84	71	71
1981	6	3	0	0	0	0		0	0	86	71	74
1981	6	4	0	0	0	0.05		0	0	88	74	76
1981	6	5	0	0	0	0		0	0	89	75	75
1981	6	6	0	0	0	0		0	0	88	75	79
1981	6	7	0	0	0	0.14		0	0	88	78	79
1981	6	8	0	0	0	0.15		0	0	85	75	79
1981	6	9	0	0	0	0		0	0	88	78	78
1981	6	10	0	0	0	0		0	0	90	78	80
1981	6	11	0	0	0	0.09		0	0	90	72	77
1981	6	12	0	0	0	0.12		0	0	90	74	74
1981	6	13	0	0	0	0		0	0	90	72	73
1981	6	14	0	0	0	0		0	0	91	73	75
1981	6	15	0	0	0	0		0	0	0	0	0
1981	6	16	0	0	0	0		0	0	0	0	0
1981	6	17	0	0	0	0		0	0	0	0	0
1981	6	18	0	0	0	0		0	0	0	0	0
1981	6	19	0	0	0	0		0	0	0	0	0
1981	6	20	0	0	0	0		0	0	95	70	79
1981	6	21	0	0	0	0		0	0	93	78	86
1981	6	22	0	0	0	0		0	0	93	75	75
1981	6	23	0	0	0	0.24		0	0	94	75	76
