1																				
1																				
1																				
Year	Mnth	Day	DAEV	DAPR	DAWM	EVAP	MDEV	MDPR	MDWM	MNPN	MXPN	prcp(mm/day)	SN32	SNOW	SNWD	SX32	tmax(C)_daymet	tmin(C)_daymet	TOBS	WDMV
1980	1	23	0	0	0	0.12	0	0	0	44	68	0.78	0	0	0	0	70	43	43	90.7
1980	1	24	0	0	0	0.1	0	0	0	36	51	0	0	0	0	0	49	31	33	51
1980	1	25	0	0	0	0.06	0	0	0	35	51	0	0	0	0	0	56	33	51	65.9
1980	1	26	0	0	0	0.01	0	0	0	48	55	0.53	0	0	0	0	58	50	54	11.8
1980	1	27	0	0	0	0.01	0	0	0	54	60	0.01	0	0	0	0	63	53	53	11.8
1980	1	28	0	0	0	0.1	0	0	0	46	63	0	0	0	0	0	65	42	43	34.2
1980	1	29	0	0	0	0.07	0	0	0	44	67	0	0	0	0	0	59	40	44	26.1
1980	1	30	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	63	39	46	14.9
1980	1	31	0	0	0	0.06	0	0	0	0	0	0.25	0	0	0	0	69	40	40	60.3
1980	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	24	24	105
1980	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	23	29	57.8
1980	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	29	38	14.3
1980	2	4	0	0	0	0	0	0	0	32	51	0	0	0	0	0	50	33	34	16.8
1980	2	5	0	0	0	0.08	0	0	0	34	53	0	0	0	0	0	53	34	34	26.1
1980	2	6	0	0	0	0.1	0	0	0	35	54	0.48	0	0	0	0	61	34	41	49.7
1980	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	28	28	51
1980	2	8	0	0	0	0	0	0	0	38	58	0	0	0	0	0	52	28	36	19.3
1980	2	9	0	0	0	0.03	0	0	0	37	56	0.06	0	0	0	0	63	36	62	36
1980	2	10	0	0	0	0.07	0	0	0	38	63	0.56	0	0	0	0	66	35	35	111.2
1980	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	27	27	0
1980	2	12	0	0	0	0	0	0	0	35	50	0	0	0	0	0	47	27	37	0
1980	2	13	0	0	0	0.06	0	0	0	38	53	0	0	0	0	0	48	36	41	14.9
1980	2	14	0	0	0	0.07	0	0	0	40	51	0	0	0	0	0	52	41	46	14.9
1980	2	15	0	0	0	0.07	0	0	0	44	74	0	0	0	0	0	68	41	49	13
1980	2	16	0	0	0	0.05	0	0	0	48	68	0	0	0	0	0	72	49	60	62.1
1980	2	17	0	0	0	0	0	0	0	33	60	0.31	0	0	0	0	60	26	29	85.1
1980	2	18	0	0	0	0	0	0	0	30	51	0	0	0	0	0	46	29	30	46
1980	2	19	0	0	0	0	0	0	0	30	54	0	0	0	0	0	56	29	42	14.3
1980	2	20	0	0	0	0.06	0	0	0	39	60	0	0	0	0	0	63	41	62	37.3
1980	2	21	0	0	0	0.07	0	0	0	57	71	0	0	0	0	0	71	61	62	75.8
1980	2	22	0	0	0	0.06	0	0	0	61	67	0	0	0	0	0	74	62	65	73.9
1980	2	23	0	0	0	0	0	0	0	61	65	0.03	0	0	0	0	67	56	63	36
1980	2	24	0	0	0	0.16	0	0	0	60	77	0	0	0	0	0	76	63	63	36
1980	2	25	0	0	0	0.02	0	0	0	53	74	0.02	0	0	0	0	73	51	51	26.1
1980	2	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	30	30	95.7
1980	2	27	0	0	0	0	0	0	0	38	70	0	0	0	0	0	67	30	36	31.7
1980	2	28	0	0	0	0.1	0	0	0	36	64	0	0	0	0	0	60	36	48	51
1980	2	29	0	0	0	0.14	0	0	0	46	73	0	0	0	0	0	65	48	55	88.2
1980	3	1	0	0	0	0.13	0	0	0	53	79	0.49	0	0	0	0	73	55	61	34.8
1980	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	21	31	144.8
1980	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	21	22	52.8
1980	3	4	0	0	0	0	0	0	0	31	60	0	0	0	0	0	48	22	43	21.1
1980	3	5	0	0	0	0.19	0	0	0	37	59	0.31	0	0	0	0	61	43	61	67.7
1980	3	6	0	0	0	0.11	0	0	0	47	76	0	0	0	0	0	74	44	44	60.3
1980	3	7	0	0	0	0.09	0	0	0	46	77	0	0	0	0	0	72	44	62	29.2
1980	3	8	0	0	0	0.04	0	0	0	0	0	0.16	0	0	0	0	72	62	69	113.7
1980	3	9	0	0	0	0.25	0	0	0	0	0	1.39	0	0	0	0	71	63	64	72.7
1980	3	10	0	0	0	0.06	0	0	0	62	73	0.28	0	0	0	0	70	62	64	31.1
1980	3	11	0	0	0	0.13	0	0	0	62	84	0	0	0	0	0	79	59	59	31.7
1980	3	12	0	0	0	0.12	0	0	0	61	75	0	0	0	0	0	75	58	66	26.7
1980	3	13	0	0	0	0.09	0	0	0	64	74	0.03	0	0	0	0	74	63	64	123
1980	3	14	0	0	0	0.29	0	0	0	44	84	0	0	0	0	0	79	44	45	88.9
1980	3	15	0	0	0	0.35	0	0	0	0	0	0	0	0	0	0	0	0	0	65.9
1980	3	16	0	0	0	0	0	0	0	43	75	0	0	0	0	0	70	43	62	0
1980	3	17	0	0	0	0.06	0	0	0	56	70	0	0	0	0	0	70	62	68	64
1980	3	18	0	0	0	0	0	0	0	48	73	3.85	0	0	0	0	75	43	44	75.8
1980	3	19	0	0	0	0.2	0	0	0	46	72	0	0	0	0	0	63	44	50	44.7
1980	3	20	0	0	0	0.03	0	0	0	45	64	0.28	0	0	0	0	69	50	63	23
1980	3	21	0	0	0	0.18	0	0	0	53	79	0.2	0	0	0	0	71	53	54	124.3
1980	3	22	0	0	0	0.24	0	0	0	43	75	0	0	0	0	0	67	43	47	57.2
1980	3	23	0	0	0	0.17	0	0	0	42	77	0	0	0	0	0	69	43	53	28
1980	3	24	0	0	0	0.14	0	0	0	49	76	0	0	0	0	0	74	53	68	80.2
1980	3	25	0	0	0	0.11	0	0	0	48	72	0.08	0	0	0	0	73	47	49	47.2
1980	3	26	0	0	0	0.17	0	0	0	48	79	0	0	0	0	0	70	49	56	39.8
1980	3	27	0	0	0	0.02	0	0	0	55	61	0.07	0	0	0	0	58	54	57	34.2
1980	3	28	0	0	0	0.02	0	0	0	55	72	1.09	0	0	0	0	70	55	62	52.2
1980	3	29	0	0	0	0.05	0	0	0	0	0	0.55	0	0	0	0	65	60	64	24.9
1980	3	30	0	0	0	0	0	0	0	59	67	2.82	0	0	0	0	67	57	61	47.2
1980	3	31	0	0	0	0.15	0	0	0	51	74	0	0	0	0	0	67	53	55	65.9
1980	4	1	0	0	0	0.12	0	0	0	51	71	0	0	0	0	0	67	54	55	28
1980	4	2	0	0	0	0.2	0	0	0	53	86	0.44	0	0	0	0	75	55	61	21.7
1980	4	3	0	0	0	0.06	0	0	0	60	67	1.9	0	0	0	0	63	60	62	29.2
1980	4	4	0	0	0	0.1	0	0	0	61	72	0.77	0	0	0	0	0	62	68	32.9
1980	4	5	0	0	0	0.31	0	0	0	48	80	0	0	0	0	0	74	48	51	65.9
1980	4	6	0	0	0	0.24	0	0	0	48	78	0	0	0	0	0	70	51	58	36
1980	4	7	0	0	0	0.16	0	0	0	52	79	0.13	0	0	0	0	72	57	59	29.8
1980	4	8	0	0	0	0.01	0	0	0	58	68	0.33	0	0	0	0	67	57	64	19.3
1980	4	9	0	0	0	0	0	0	0	53	82	0.26	0	0	0	0	78	51	55	41
1980	4	10	2	0	0	0	0.6	0	0	52	80	0	0	0	0	0	74	49	55	31.7
1980	4	11	0	0	0	0.23	0	0	0	52	84	0	0	0	0	0	77	51	56	31.1
1980	4	12	0	0	0	0.2	0	0	0	54	78	1.25	0	0	0	0	77	56	60	62.8
1980	4	13	0	0	0	0	0	0	0	58	66	3.14	0	0	0	0	72	60	70	31.1
1980	4	14	0	0	0	0	0	0	0	46	73	2.85	0	0	0	0	73	45	45	136.1
1980	4	15	0	0	0	0.18	0	0	0	46	73	0	0	0	0	0	60	45	59	98.8
1980	4	16	0	0	0	0.27	0	0	0	48	80	0	0	0	0	0	72	48	53	52.2
1980	4	17	0	0	0	0.2	0	0	0	52	82	0	0	0	0	0	72	47	55	34.8
1980	4	18	0	0	0	0.22	0	0	0	52	84	0	0	0	0	0	75	52	59	29.8
1980	4	19	0	0	0	0.04	0	0	0	50	66	0.86	0	0	0	0	68	52	56	21.1
1980	4	20	0	0	0	0.14	0	0	0	53	79	0	0	0	0	0	71	54	57	34.8
1980	4	21	0	0	0	0.25	0	0	0	53	85	0	0	0	0	0	79	57	63	31.7
1980	4	22	0	0	0	0.26	0	0	0	56	90	0	0	0	0	0	82	63	66	41
1980	4	23	0	0	0	0.28	0	0	0	59	92	0	0	0	0	0	87	63	68	44.7
1980	4	24	0	0	0	0.29	0	0	0	60	92	0	0	0	0	0	85	62	65	62.8
1980	4	25	0	0	0	0.23	0	0	0	60	90	0	0	0	0	0	83	60	66	51
1980	4	26	0	0	0	0.2	0	0	0	60	87	1.6	0	0	0	0	81	65	70	85.7
1980	4	27	0	0	0	0.36	0	0	0	60	90	0	0	0	0	0	79	58	61	67.1
1980	4	28	0	0	0	0.09	0	0	0	50	76	0	0	0	0	0	69	52	54	52.8
1980	4	29	0	0	0	0.2	0	0	0	51	84	0	0	0	0	0	73	54	61	47.2
1980	4	30	0	0	0	0.27	0	0	0	56	88	0	0	0	0	0	78	61	65	62.8
1980	5	1	0	0	0	0.16	0	0	0	60	83	0	0	0	0	0	77	65	66	52.2
1980	5	2	0	0	0	0.14	0	0	0	60	85	0	0	0	0	0	78	60	61	18
1980	5	3	0	0	0	0.13	0	0	0	60	90	0.6	0	0	0	0	80	61	64	26.1
1980	5	4	0	0	0	0.17	0	0	0	62	93	0	0	0	0	0	79	61	68	28
1980	5	5	0	0	0	0.22	0	0	0	59	90	0	0	0	0	0	80	58	59	24.2
1980	5	6	0	0	0	0.23	0	0	0	58	92	0	0	0	0	0	81	59	66	37.3
1980	5	7	0	0	0	0.24	0	0	0	61	94	0.03	0	0	0	0	85	66	69	39.8
1980	5	8	0	0	0	0.23	0	0	0	66	94	0.49	0	0	0	0	81	67	68	60.9
1980	5	9	0	0	0	0.2	0	0	0	60	94	0.13	0	0	0	0	82	58	58	32.9
1980	5	10	0	0	0	0.25	0	0	0	54	88	0.02	0	0	0	0	76	56	57	28
1980	5	11	0	0	0	0.17	0	0	0	54	86	0	0	0	0	0	78	56	68	26.1
1980	5	12	0	0	0	0.2	0	0	0	60	96	0	0	0	0	0	81	66	67	31.7
1980	5	13	0	0	0	0.25	0	0	0	66	96	0	0	0	0	0	83	66	69	31.7
1980	5	14	0	0	0	0.08	0	0	0	64	82	0	0	0	0	0	79	68	74	18
1980	5	15	0	0	0	0.11	0	0	0	66	86	0.6	0	0	0	0	80	67	67	19.3
1980	5	16	0	0	0	0.12	0	0	0	66	84	0.05	0	0	0	0	81	66	74	31.1
1980	5	17	0	0	0	0	0	0	0	66	76	5.47	0	0	0	0	78	65	65	54.1
1980	5	18	0	0	0	0	0	0	0	66	84	0.37	0	0	0	0	74	65	73	16.2
1980	5	19	0	0	0	0.12	0	0	0	70	92	0.15	0	0	0	0	82	70	70	29.8
1980	5	20	0	0	0	0.16	0	0	0	66	88	0.42	0	0	0	0	82	67	67	41
1980	5	21	0	0	0	0.19	0	0	0	66	94	0	0	0	0	0	82	64	66	26.1
1980	5	22	0	0	0	0.12	0	0	0	66	92	0.22	0	0	0	0	84	66	66	28
1980	5	23	0	0	0	0.21	0	0	0	66	96	0.22	0	0	0	0	80	65	74	39.8
1980	5	24	0	0	0	0.24	0	0	0	69	96	0	0	0	0	0	84	73	75	49.1
1980	5	25	0	0	0	0.25	0	0	0	70	0	0	0	0	0	0	85	73	74	37.3
1980	5	26	0	0	0	0.26	0	0	0	66	0	0.11	0	0	0	0	87	67	68	57.8
1980	5	27	0	0	0	0.27	0	0	0	66	98	0	0	0	0	0	89	68	71	28
1980	5	28	0	0	0	0.21	0	0	0	68	97	0	0	0	0	0	89	68	69	23
1980	5	29	0	0	0	0.16	0	0	0	68	94	0.73	0	0	0	0	86	66	68	18
1980	5	30	0	0	0	0.25	0	0	0	66	98	0	0	0	0	0	86	66	67	18
1980	5	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1980	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1980	6	2	0	0	2	0	0	0	80.8	68	98	0	0	0	0	0	87	66	68	0
1980	6	3	0	0	0	0.26	0	0	0	62	97	0	0	0	0	0	87	65	67	24.9
1980	6	4	0	0	0	0.28	0	0	0	66	0	0	0	0	0	0	88	64	67	19.3
1980	6	5	0	0	0	0.29	0	0	0	67	2	0	0	0	0	0	90	67	75	26.7
1980	6	6	0	0	0	0.26	0	0	0	72	2	0	0	0	0	0	91	71	73	29.2
1980	6	7	0	0	0	0.28	0	0	0	72	4	0	0	0	0	0	90	72	83	37.3
1980	6	8	0	0	0	0.27	0	0	0	74	4	0	0	0	0	0	90	77	82	49.1
1980	6	9	0	0	0	0.26	0	0	0	68	2	0.65	0	0	0	0	92	70	71	42.3
1980	6	10	0	0	0	0.21	0	0	0	60	92	0	0	0	0	0	82	62	64	32.9
1980	6	11	0	0	0	0.28	0	0	0	60	96	0	0	0	0	0	84	63	68	24.9
1980	6	12	0	0	0	0.31	0	0	0	64	98	0	0	0	0	0	89	66	69	37.9
1980	6	13	0	0	0	0.37	0	0	0	64	96	0	0	0	0	0	92	65	67	16.8
1980	6	14	0	0	0	0.21	0	0	0	66	94	0	0	0	0	0	91	67	75	23
1980	6	15	0	0	0	0.28	0	0	0	72	0	0	0	0	0	0	88	75	81	37.3
1980	6	16	0	0	0	0.3	0	0	0	68	0	0	0	0	0	0	88	68	71	31.1
1980	6	17	0	0	0	0.31	0	0	0	68	2	0	0	0	0	0	88	70	76	34.2
1980	6	18	0	0	0	0.3	0	0	0	71	2	0	0	0	0	0	91	75	79	54.1
1980	6	19	0	0	0	0.17	0	0	0	72	98	0.94	0	0	0	0	87	72	77	44.7
1980	6	20	0	0	0	0.13	0	0	0	70	96	0.3	0	0	0	0	88	69	71	39.1
1980	6	21	0	0	0	0.17	0	0	0	70	96	0	0	0	0	0	87	71	76	29.2
1980	6	22	0	0	0	0.27	0	0	0	72	0	0	0	0	0	0	88	72	73	42.3
1980	6	23	0	0	0	0.27	0	0	0	72	2	0	0	0	0	0	90	72	76	29.8
1980	6	24	0	0	0	0.08	0	0	0	72	90	1.15	0	0	0	0	85	71	77	26.7
1980	6	25	0	0	0	0.18	0	0	0	72	98	0.46	0	0	0	0	88	72	79	60.3
1980	6	26	0	0	0	0.07	0	0	0	74	96	0.2	0	0	0	0	85	78	80	69
1980	6	27	0	0	0	0.15	0	0	0	74	92	0.11	0	0	0	0	87	75	73	34.2
1980	6	28	0	0	0	0.24	0	0	0	72	98	0	0	0	0	0	87	72	76	26.7
1980	6	29	0	0	0	0.21	0	0	0	72	2	0	0	0	0	0	90	76	84	39.1
1980	6	30	0	0	0	0.27	0	0	0	76	0	0	0	0	0	0	90	79	79	57.8
1980	7	1	0	0	0	0.28	0	0	0	0	0	0	0	0	0	0	96	77	79	24.9
1980	7	2	0	0	0	0.28	0	0	0	0	0	0.13	0	0	0	0	96	75	77	24.9
1980	7	3	0	0	0	0.29	0	0	0	0	0	0	0	0	0	0	94	74	75	16.2
1980	7	4	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	91	74	75	23
1980	7	5	0	0	0	0.18	0	0	0	0	0	0.14	0	0	0	0	90	74	78	18
1980	7	6	0	0	0	0.26	0	0	0	0	0	0	0	0	0	0	92	74	76	21.1
1980	7	7	0	0	0	0.31	0	0	0	0	0	0	0	0	0	0	94	77	79	39.1
1980	7	8	0	0	0	0.31	0	0	0	0	0	0.48	0	0	0	0	98	73	74	41
1980	7	9	0	0	0	0.24	0	0	0	0	0	0	0	0	0	0	95	73	77	19.3
1980	7	10	0	0	0	0.28	0	0	0	0	0	0	0	0	0	0	93	74	75	18
1980	7	11	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	94	75	81	39.1
1980	7	12	0	0	0	0.31	0	0	0	0	0	0	0	0	0	0	95	80	82	44.7
1980	7	13	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	97	82	87	41
1980	7	14	0	0	0	0.34	0	0	0	0	0	0	0	0	0	0	98	81	82	49.1
1980	7	15	0	0	0	0.35	0	0	0	0	0	0	0	0	0	0	100	81	83	46
1980	7	16	0	0	0	0.28	0	0	0	0	0	0	0	0	0	0	101	77	78	26.1
1980	7	17	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	95	75	77	21.7
1980	7	18	0	0	0	0.27	0	0	0	0	0	0	0	0	0	0	97	74	77	24.2
1980	7	19	0	0	0	0.29	0	0	0	0	0	0	0	0	0	0	94	78	82	23
1980	7	20	0	0	0	0.23	0	0	0	0	0	2.12	0	0	0	0	95	69	74	23
1980	7	21	0	0	0	0.03	0	0	0	0	0	0.23	0	0	0	0	80	73	74	21.1
1980	7	22	0	0	0	0.05	0	0	0	0	0	0.14	0	0	0	0	81	73	75	16.8
1980	7	23	0	0	0	0.16	0	0	0	0	0	0.15	0	0	0	0	89	74	76	19.3
1980	7	24	0	0	0	0.08	0	0	0	0	0	0.05	0	0	0	0	79	72	73	18
1980	7	25	0	0	0	0.24	0	0	0	0	0	0	0	0	0	0	89	68	69	32.9
1980	7	26	0	0	0	0.29	0	0	0	0	0	0	0	0	0	0	90	68	76	31.1
1980	7	27	0	0	0	0.14	0	0	0	0	0	0.02	0	0	0	0	85	75	80	47.8
1980	7	28	0	0	0	0.25	0	0	0	0	0	0.01	0	0	0	0	88	72	73	46
1980	7	29	0	0	0	0.14	0	0	0	0	0	0.59	0	0	0	0	84	72	75	18
1980	7	30	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	91	71	72	31.1
1980	7	31	0	0	0	0.27	0	0	0	0	0	0	0	0	0	0	93	71	73	21.7
1980	8	1	0	0	0	0.25	0	0	0	74	2	0	0	0	0	0	93	73	84	19.9
1980	8	2	0	0	0	0.28	0	0	0	75	3	0	0	0	0	0	91	73	81	24.2
1980	8	3	0	0	0	0.31	0	0	0	76	2	0	0	0	0	0	91	79	81	52.8
1980	8	4	0	0	0	0.22	0	0	0	72	2	0.02	0	0	0	0	90	72	79	26.7
1980	8	5	0	0	0	0.27	0	0	0	72	4	0	0	0	0	0	92	71	72	21.1
1980	8	6	0	0	0	0.25	0	0	0	71	4	0	0	0	0	0	91	72	75	21.7
1980	8	7	0	0	0	0.22	0	0	0	74	2	0	0	0	0	0	96	75	76	14.9
1980	8	8	0	0	0	0.31	0	0	0	73	4	0	0	0	0	0	97	75	77	24.9
1980	8	9	0	0	0	0.26	0	0	0	72	0	0	0	0	0	0	94	73	85	26.1
1980	8	10	0	0	0	0.27	0	0	0	74	3	0	0	0	0	0	94	73	82	18
1980	8	11	0	0	0	0.11	0	0	0	72	94	0.04	0	0	0	0	92	73	74	11.8
1980	8	12	0	0	0	0.07	0	0	0	72	90	0.05	0	0	0	0	86	72	73	11.8
1980	8	13	0	0	0	0.24	0	0	0	72	2	0	0	0	0	0	93	72	76	26.7
1980	8	14	0	0	0	0.17	0	0	0	72	0	0.04	0	0	0	0	92	73	74	18
1980	8	15	0	0	0	0.19	0	0	0	72	0	0.03	0	0	0	0	92	74	75	21.7
1980	8	16	0	0	0	0.09	0	0	0	72	92	0.01	0	0	0	0	89	74	75	14.9
1980	8	17	0	0	0	0.16	0	0	0	72	96	0.05	0	0	0	0	88	71	85	16.8
1980	8	18	0	0	0	0.26	0	0	0	72	4	0	0	0	0	0	92	74	75	24.9
1980	8	19	0	0	0	0.24	0	0	0	72	2	0	0	0	0	0	92	74	75	26.1
1980	8	20	0	0	0	0.14	0	0	0	74	98	0.08	0	0	0	0	92	75	75	14.9
1980	8	21	0	0	0	0.29	0	0	0	75	4	0	0	0	0	0	95	75	81	34.8
1980	8	22	0	0	0	0.29	0	0	0	78	4	0	0	0	0	0	99	78	79	29.8
1980	8	23	0	0	0	0.45	0	0	0	68	2	0	0	0	0	0	99	71	74	49.7
1980	8	24	0	0	0	0.28	0	0	0	68	0	0	0	0	0	0	96	74	76	46
1980	8	25	0	0	0	0.23	0	0	0	70	98	0	0	0	0	0	93	72	73	21.7
1980	8	26	0	0	0	0.2	0	0	0	68	98	0	0	0	0	0	92	68	69	16.8
1980	8	27	0	0	0	0.28	0	0	0	68	0	0.03	0	0	0	0	93	68	71	26.1
1980	8	28	0	0	0	0	0	0	0	68	96	0.24	0	0	0	0	88	70	71	19.9
1980	8	29	0	0	0	0.19	0	0	0	68	88	0.72	0	0	0	0	0	69	70	19.9
1980	8	30	0	0	0	0.17	0	0	0	68	94	0	0	0	0	0	90	69	74	16.8
1980	8	31	0	0	0	0.14	0	0	0	72	93	0	0	0	0	0	90	72	73	14.3
1980	9	1	0	0	0	0	0	0	0	0	0	0.57	0	0	0	0	90	72	73	14.9
1980	9	2	0	0	0	0.09	0	0	0	70	94	0	0	0	0	0	90	71	72	19.3
1980	9	3	0	0	0	0.13	0	0	0	70	0	0.4	0	0	0	0	92	72	72	21.1
1980	9	4	0	0	0	0.18	0	0	0	69	86	0.07	0	0	0	0	86	71	72	49.1
1980	9	5	0	0	0	0.16	0	0	0	70	86	0.17	0	0	0	0	81	72	73	46
1980	9	6	0	0	0	0.22	0	0	0	70	95	0	0	0	0	0	91	73	85	29.8
1980	9	7	0	0	0	0.21	0	0	0	86	0	0	0	0	0	0	93	74	90	24.2
1980	9	8	0	0	0	0.21	0	0	0	73	98	0	0	0	0	0	93	74	76	16.8
1980	9	9	0	0	0	0.23	0	0	0	70	0	0	0	0	0	0	97	74	74	18
1980	9	10	0	0	0	0.2	0	0	0	70	0	0	0	0	0	0	97	73	73	16.2
1980	9	11	0	0	0	0.27	0	0	0	70	0	0	0	0	0	0	97	73	73	29.2
1980	9	12	0	0	0	0.27	0	0	0	70	0	0.52	0	0	0	0	93	71	74	26.7
1980	9	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1980	9	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1980	9	15	0	0	3	0	0	0	62.8	70	98	0	0	0	0	0	95	71	72	0
1980	9	16	0	0	0	0.2	0	0	0	70	98	0	0	0	0	0	94	72	75	29.2
1980	9	17	0	0	0	0.2	0	0	0	72	94	0.36	0	0	0	0	91	72	74	34.8
1980	9	18	0	0	0	0	0	0	0	68	78	0.91	0	0	0	0	77	68	68	19.9
1980	9	19	0	0	0	0.13	0	0	0	68	90	0.51	0	0	0	0	84	68	72	23
1980	9	20	0	0	0	0	0	0	0	72	86	0.74	0	0	0	0	85	72	80	19.9
1980	9	21	0	0	0	0.2	0	0	0	74	96	0	0	0	0	0	90	74	74	14.9
1980	9	22	0	0	0	0.21	0	0	0	72	99	0	0	0	0	0	90	72	73	18
1980	9	23	0	0	0	0.2	0	0	0	72	98	0	0	0	0	0	90	71	72	19.9
1980	9	24	0	0	0	0.16	0	0	0	72	96	0	0	0	0	0	89	72	73	18
1980	9	25	0	0	0	0.15	0	0	0	72	96	0.03	0	0	0	0	90	72	72	13
1980	9	26	0	0	0	0.13	0	0	0	70	92	0	0	0	0	0	90	71	72	16.8
1980	9	27	0	0	0	0.21	0	0	0	60	96	0	0	0	0	0	90	68	68	29.2
1980	9	28	0	0	0	0.19	0	0	0	61	94	0	0	0	0	0	91	68	68	21.1
1980	9	29	0	0	0	0.2	0	0	0	64	94	0	0	0	0	0	90	68	74	31.1
1980	9	30	0	0	0	0.25	0	0	0	72	96	1	0	0	0	0	90	74	74	62.8
1980	10	1	0	0	0	0.06	0	0	0	62	76	0.29	0	0	0	0	85	64	64	42.3
1980	10	2	0	0	0	0.09	0	0	0	62	78	0	0	0	0	0	75	64	65	19.3
1980	10	3	0	0	0	0.23	0	0	0	60	90	0	0	0	0	0	82	59	59	37.9
1980	10	4	0	0	0	0.28	0	0	0	50	84	0	0	0	0	0	78	51	52	42.3
1980	10	5	0	0	0	0.18	0	0	0	48	80	0	0	0	0	0	75	51	58	37.9
1980	10	6	0	0	0	0.26	0	0	0	46	80	0	0	0	0	0	72	49	49	0
1980	10	7	0	0	2	0.18	0	0	73.9	44	80	0	0	0	0	0	75	48	50	0
1980	10	8	0	0	0	0.17	0	0	0	48	82	0	0	0	0	0	78	50	53	19.3
1980	10	9	0	0	0	0.17	0	0	0	50	84	0	0	0	0	0	80	53	56	18
1980	10	10	0	0	0	0.19	0	0	0	54	86	0	0	0	0	0	83	56	59	18
1980	10	11	0	0	0	0.2	0	0	0	58	86	0	0	0	0	0	85	59	72	36
1980	10	12	0	0	0	0.31	0	0	0	54	88	0	0	0	0	0	87	52	61	37.3
1980	10	13	0	0	0	0.15	0	0	0	48	78	0	0	0	0	0	75	46	46	23
1980	10	14	0	0	0	0.18	0	0	0	46	78	0	0	0	0	0	73	46	52	19.3
1980	10	15	0	0	0	0.15	0	0	0	48	82	0	0	0	0	0	78	52	60	21.1
1980	10	16	0	0	0	0.13	0	0	0	58	84	0	0	0	0	0	83	59	65	28
1980	10	17	0	0	0	0.09	0	0	0	64	82	0	0	0	0	0	84	65	67	29.8
1980	10	18	0	0	0	0.1	0	0	0	66	84	0	0	0	0	0	85	67	75	32.9
1980	10	19	0	0	0	0.07	0	0	0	68	82	0.09	0	0	0	0	81	66	68	29.8
