  33.71										
 165										
 577320463										
1980	2	29	12	40435.16	0	449.17	0	22.4	2.27	720.29	0.65
1980	3	1	12	40780.8	5.01	300.54	0	12.41	-2.03	530.13	0.65
1980	3	2	12	40780.8	5.02	260.24	0	-0.35	-9.94	280.12	0.65
1980	3	3	12	40780.8	0	425.17	0	0.61	-11.98	240.12	0.65
1980	3	4	12	41126.4	0	515.54	0	10.29	-8.6	320.15	0.65
1980	3	5	12	41126.4	17.7	322.26	0	14.43	0.87	645.55	0.65
1980	3	6	12	41126.4	0	491.96	0	16.79	-1.64	544.2	0.65
1980	3	7	12	41472.04	0	443.27	0	19.39	1.28	664.95	0.65
1980	3	8	12	41472.04	30.22	172.39	0	21.29	13.57	1556.64	0.65
1980	3	9	12	41817.56	0	437.55	0	24.23	6.05	934.76	0.65
1980	3	10	12	41817.56	1.87	380.3	0	20.73	5.53	908.01	0.65
1980	3	11	12	41817.56	0	410.96	0	21.65	5.63	914.03	0.65
1980	3	12	12	42163.18	21.87	210.76	0	13.53	4.31	826.66	0.65
1980	3	13	12	42163.18	57.2	142.99	0	11.39	5.46	910.5	0.65
1980	3	14	12	42163.18	0.35	350.59	0	12.4	0.78	640	0.65
1980	3	15	12	42508.82	0	451.75	0	16.32	-0.93	567.16	0.65
1980	3	16	12	42508.82	0	467.76	0	20.45	1.69	689.59	0.65
1980	3	17	12	42844.84	58.16	176.4	0	18.59	11.16	1332.63	0.65
1980	3	18	12	42854.41	32.35	335.5	0	16.82	0.48	631.55	0.65
1980	3	19	12	42854.41	0	376.58	0	12.91	0.75	640.01	0.65
1980	3	20	12	43200	13.49	255.19	0	15.3	4.66	852.92	0.65
1980	3	21	12	43200	52.11	295.48	0	18.47	5.33	906.75	0.65
1980	3	22	12	43200	0	453	0	15.89	-0.05	607.73	0.65
1980	3	23	12	43545.59	0	483.12	0	19.82	1.23	658.4	0.65
1980	3	24	12	43545.59	26.29	331.98	0	21.66	5.73	920	0.65
1980	3	25	12	43555.18	0	453.85	0	20.43	4.27	821.52	0.65
1980	3	26	12	43891.22	0	321.12	0	15.51	5.95	923.52	0.65
1980	3	27	12	43891.22	0	286.8	0	13.05	4.94	874.78	0.65
1980	3	28	12	44236.79	61.1	246.27	0	17.27	7.71	1056.8	0.65
1980	3	29	12	44236.79	2.6	229.46	0	19.06	11.79	1383.05	0.65
1980	3	30	12	44236.79	6.97	212.4	0	19.72	12	1400	0.65
1980	3	31	12	44582.39	0	458.59	0	19.53	5.37	909.2	0.65
1980	4	1	12	44582.39	0	486.71	0	17.41	1.85	704.07	0.65
1980	4	2	12	44582.39	0	510.6	0	22.7	4.58	847.7	0.65
1980	4	3	12	44928.02	0	382.05	0	22.02	10.99	1318.86	0.65
1980	4	4	12	44928.02	6.47	290.75	0	21.24	10.2	1255.82	0.65
1980	4	5	12	45273.66	0	513.3	0	19.5	2.56	736.59	0.65
1980	4	6	12	45273.66	0	521.64	0	20	2.53	729.98	0.65
1980	4	7	12	45273.66	0	505.66	0	23.44	6.33	949.17	0.65
1980	4	8	12	45619.18	0	449.04	0	25.96	11.89	1391.01	0.65
1980	4	9	12	45619.18	4.84	407.5	0	25.39	4.78	862.26	0.65
1980	4	10	12	45619.18	0	545.73	0	22.82	2.71	736.56	0.65
1980	4	11	12	45964.8	0	535.31	0	24.16	4.55	844.37	0.65
1980	4	12	12	45964.8	102.44	339.45	0	22.59	8.31	1104.51	0.65
1980	4	13	12	45974.38	22.47	243.03	0	17.93	9	1160.06	0.65
1980	4	14	12	46310.39	47.64	326.67	0	16.79	4.2	818.35	0.65
1980	4	15	12	46310.39	0	355.32	0	11.28	2.08	718.24	0.65
1980	4	16	12	46502.65	0	522.49	0	19.09	1.92	711.11	0.65
1980	4	17	12	46656.02	0	546.24	0	23.48	3.63	800	0.65
1980	4	18	12	46656.02	0	501.94	0	24.82	7.93	1074.6	0.65
1980	4	19	12	46984.62	0	475.67	0	23.89	8.57	1125.51	0.65
1980	4	20	12	47001.59	0	514.22	0	25.88	7.85	1067.75	0.65
1980	4	21	12	47001.59	0	529.28	0	27.86	8.26	1100.53	0.65
1980	4	22	12	47330.22	0	539.79	0	29.41	8.49	1119.11	0.65
1980	4	23	12	47347.2	0	539.28	0	30.93	9.5	1200.01	0.65
1980	4	24	12	47347.2	0	499.69	0	30.18	12.02	1401.76	0.65
1980	4	25	12	47675.83	0	460.9	0	28.16	12.5	1440	0.65
1980	4	26	12	47692.82	64.97	312.95	0	26.45	12.96	1479.16	0.65
1980	4	27	12	47692.82	5.72	281.48	0	22.06	10.7	1295.62	0.65
1980	4	28	12	47959.82	0	348.8	0	16.59	6.53	962.35	0.65
1980	4	29	12	48038.39	0	454.51	0	21.83	7.16	1012.84	0.65
1980	4	30	12	48038.39	0	430.67	0	22.42	8.76	1140.76	0.65
1980	5	1	12	48161.36	0	448.3	0	24.37	9.75	1219.77	0.65
1980	5	2	12	48383.98	0	352.76	0	22.99	12.41	1432.89	0.65
1980	5	3	12	48383.98	3.53	285.53	0	25.08	13.29	1526.18	0.65
1980	5	4	12	48393.57	0	471.26	0	25.64	9.87	1229.91	0.65
1980	5	5	12	48729.6	0	468.58	0	26.32	10.64	1291.39	0.65
1980	5	6	12	48729.6	0	495.74	0	27.58	10.26	1260.42	0.65
1980	5	7	12	48729.6	0	492.22	0	28.34	11.07	1325.73	0.65
1980	5	8	12	48996.61	2.43	379.03	0	26.1	12.73	1459.29	0.65
1980	5	9	12	49075.2	0	462.94	0	23.05	8.36	1109.2	0.65
1980	5	10	12	49075.2	0	528.64	0	24.03	5.69	916.88	0.65
1980	5	11	12	49084.78	0	532.35	0	27.88	8.52	1121.63	0.65
1980	5	12	12	49420.81	0	402.92	0	28.56	15.72	1777.86	0.65
1980	5	13	12	49420.81	0	339.65	0	28.31	17.77	2042.72	0.65
1980	5	14	12	49420.81	1.23	243.79	0	25.77	17.99	2078.93	0.65
1980	5	15	12	49481.47	9.64	252.54	0	23.98	14.1	1608.98	0.65
1980	5	16	12	49766.41	2.94	301.46	0	25.39	15.12	1722.98	0.65
1980	5	17	12	49766.41	47.51	148.97	0	23.69	18.22	2098.17	0.65
1980	5	18	12	49766.41	27.38	278.35	0	26.99	16.19	1829.18	0.65
1980	5	19	12	49775.99	0	371.36	0	27.99	17.16	1952.05	0.65
1980	5	20	12	50095.01	17.5	237.63	0	25.44	16.79	1903.3	0.65
1980	5	21	12	50112	0	450.15	0	26.93	13.73	1576.06	0.65
1980	5	22	12	50112	13.12	318.11	0	27.1	15.1	1725.99	0.65
1980	5	23	12	50112	42.9	252.71	0	25.81	17.06	1932.14	0.65
1980	5	24	12	50234.98	4.36	371.88	0	27.26	14.84	1694.51	0.65
1980	5	25	12	50457.6	0	468.28	0	29.42	15.79	1783.61	0.65
1980	5	26	12	50457.6	0	462.99	0	29.71	16.25	1839.97	0.65
1980	5	27	12	50457.6	0	523.84	0	30.71	13.69	1573.25	0.65
1980	5	28	12	50457.6	0	504.46	0	31.14	15	1712.41	0.65
1980	5	29	12	50467.18	0	469.01	0	31.15	16.83	1910.99	0.65
1980	5	30	12	50724.62	4.92	336.14	0	30.53	17.27	1962.88	0.65
1980	5	31	12	50803.21	0	448.9	0	30.01	16.87	1910.74	0.65
1980	6	1	12	50803.21	0	448.3	0	30.63	17.32	1970.9	0.65
1980	6	2	12	50803.21	0	438.64	0	30.94	17.93	2069.35	0.65
1980	6	3	12	50803.21	0	455.35	0	31.85	18	2080.12	0.65
1980	6	4	12	50803.21	0	473.88	0	32.96	18.01	2080.51	0.65
1980	6	5	12	50812.8	0	460.82	0	33.81	19.33	2252.49	0.65
1980	6	6	12	50995.46	0	455.61	0	33.62	19.5	2280.37	0.65
1980	6	7	12	51131.82	0	440.3	0	33.4	20	2321.23	0.65
1980	6	8	12	51148.81	0	413.65	0	33.25	21.01	2481.39	0.65
1980	6	9	12	51148.81	0	501.32	0	28.32	13.44	1541.79	0.65
1980	6	10	12	51148.81	0	544.12	0	27.11	10.07	1245.99	0.65
1980	6	11	12	51148.81	0	551.58	0	30.49	11.74	1378.95	0.65
1980	6	12	12	51148.81	0	558.89	0	30.81	11.05	1323.82	0.65
1980	6	13	12	51148.81	0	532.87	0	31.47	13.23	1516.43	0.65
1980	6	14	12	51148.81	0	510.51	0	33.04	15.56	1764.44	0.65
1980	6	15	12	51148.81	0	486.93	0	33.74	17.24	1958.62	0.65
1980	6	16	12	51148.81	0	439.75	0	34	19.52	2281.33	0.65
1980	6	17	12	51148.81	0	434.24	0	34.4	19.98	2323.83	0.65
1980	6	18	12	51148.81	1.01	381.26	0	32.81	19.79	2304.64	0.65
1980	6	19	12	51148.81	3.6	326.24	0	31.1	19.88	2314.5	0.65
1980	6	20	12	51148.81	5.56	316.62	0	30.95	19.74	2299.34	0.65
1980	6	21	12	51148.81	6.37	279.38	0	30.05	19.45	2272.19	0.65
1980	6	22	12	51148.81	4.81	282.64	0	30.17	18.74	2157.76	0.65
1980	6	23	12	51148.81	0	347.48	0	29.93	19.57	2284.8	0.65
1980	6	24	12	51148.81	14.01	217.4	0	27.51	19.31	2247.33	0.65
1980	6	25	12	51148.81	5.43	245.82	0	28.72	19.32	2251.43	0.65
1980	6	26	12	51148.81	0	422.06	0	32.86	19.56	2278.42	0.65
1980	6	27	12	51148.81	0	441.35	0	34.16	19.78	2303.05	0.65
1980	6	28	12	51148.81	0	421.59	0	34.3	20.74	2437.87	0.65
1980	6	29	12	51148.81	0	366.89	0	32.48	21.4	2543.66	0.65
1980	6	30	12	51148.81	18.35	328.46	0	31.87	18.21	2096.96	0.65
1980	7	1	12	51148.81	0	441.91	0	34.22	19.81	2306.36	0.65
1980	7	2	12	51148.81	0	407	0	35.45	22.2	2672.21	0.65
1980	7	3	12	51148.81	0	387.38	0	34.75	22.46	2714.03	0.65
1980	7	4	12	51070.22	0	409.92	0	34.88	21.73	2597.23	0.65
1980	7	5	12	50926.2	0	408.21	0	35.2	22.07	2650.5	0.65
1980	7	6	12	50803.21	0	420.57	0	36.14	22.26	2681.02	0.65
1980	7	7	12	50803.21	1.07	431.02	0	36.68	21.49	2558.36	0.65
1980	7	8	12	50803.21	0	443.37	0	36.59	21.43	2548.14	0.65
1980	7	9	12	50803.21	0	421.61	0	36.71	22.5	2720	0.65
1980	7	10	12	50803.21	0	433.96	0	36.98	22.2	2671.25	0.65
1980	7	11	12	50786.24	0	438.15	0	38	22.78	2765.26	0.65
1980	7	12	12	50580.59	0	440.08	0	38.47	23.1	2815.5	0.65
1980	7	13	12	50457.6	0	469.92	0	39.32	22.08	2652.69	0.65
1980	7	14	12	50457.6	0	470.6	0	40	22.42	2707.05	0.65
1980	7	15	12	50457.6	0	453.72	0	39.77	23.21	2833.57	0.65
1980	7	16	12	50457.6	0	450.17	0	39.93	23.45	2873.21	0.65
1980	7	17	12	50379.02	0	477.34	0	40.25	22	2640	0.65
1980	7	18	12	50121.58	0	465.37	0	39.09	21.92	2627.2	0.65
1980	7	19	12	50112	0	473.25	0	37.47	20.28	2364.29	0.65
1980	7	20	12	50112	3.03	364.59	0	35.97	21.2	2512.51	0.65
1980	7	21	12	50112	6.44	296.76	0	33.91	21.14	2503.08	0.65
1980	7	22	12	49958.64	11.31	245.8	0	31.35	21.49	2557.85	0.65
1980	7	23	12	49766.41	7.52	222.79	0	29.72	21.06	2488.98	0.65
1980	7	24	12	49766.41	5.55	267	0	31.08	20.29	2365.77	0.65
1980	7	25	12	49766.41	3.26	370.93	0	33.21	20.35	2376.29	0.65
1980	7	26	12	49687.8	0	385.9	0	32.75	20.54	2407.13	0.65
1980	7	27	12	49420.81	0	360.11	0	31.92	20.84	2455.14	0.65
1980	7	28	12	49420.81	10.4	259.33	0	30.54	20.23	2356.03	0.65
1980	7	29	12	49420.81	0	430.39	0	32.56	18.65	2147.69	0.65
1980	7	30	12	49267.46	0	450.92	0	34.3	18.98	2197.33	0.65
1980	7	31	12	49075.2	0	452.25	0	36.62	20.47	2395.96	0.65
1980	8	1	12	49075.2	0	425.09	0	35.96	21.28	2524.29	0.65
1980	8	2	12	49075.2	0	421.98	0	35.41	20.95	2472.31	0.65
1980	8	3	12	48739.18	0	409.57	0	34.22	20.55	2408.08	0.65
1980	8	4	12	48729.6	17.57	300.41	0	32.99	19.96	2316.52	0.65
1980	8	5	12	48729.6	0	410.88	0	33.81	20.16	2346.55	0.65
1980	8	6	12	48651	0	441.64	0	35.35	19.88	2315.55	0.65
1980	8	7	12	48383.98	0	446.64	0	36.91	20.68	2428.6	0.65
1980	8	8	12	48383.98	0	441.99	0	37.77	21.43	2549.46	0.65
1980	8	9	12	48383.98	1.02	435.16	0	37.97	21.29	2526.12	0.65
1980	8	10	12	48038.39	0	433.13	0	37.41	21.5	2560.72	0.65
1980	8	11	12	48038.39	0.23	417.6	0	35.87	21.04	2486.28	0.65
1980	8	12	12	48038.39	4.68	302.71	0	34.38	21.52	2563.7	0.65
1980	8	13	12	47692.82	0	419.77	0	35.94	21.19	2510.86	0.65
1980	8	14	12	47692.82	0.24	429.58	0	36.49	20.91	2465.71	0.65
1980	8	15	12	47692.82	0.33	384.51	0	35	21.69	2590.72	0.65
1980	8	16	12	47347.2	0.01	383.24	0	34.5	21.81	2608.82	0.65
1980	8	17	12	47347.2	0	399.34	0	35.1	21.66	2584.92	0.65
1980	8	18	12	47347.2	7.74	319.03	0	34.71	22	2640.73	0.65
1980	8	19	12	47001.59	0	389.05	0	35.01	22.1	2651.62	0.65
1980	8	20	12	47001.59	0	405.36	0	36.24	22.27	2666.21	0.65
1980	8	21	12	47001.59	0	417.21	0	37.25	22.4	2613.02	0.65
1980	8	22	12	46656.02	0	463.48	0	37.36	20.43	2007.17	0.65
1980	8	23	12	46656.02	0	440.56	0	34.49	19.32	1914.61	0.65
1980	8	24	12	46656.02	0	408.76	0	33.59	19.91	2063.05	0.65
1980	8	25	12	46310.39	0	425.23	0	34.22	19.61	1987.83	0.65
1980	8	26	12	46310.39	0	447.8	0	34.32	18.44	1806.84	0.65
1980	8	27	12	46310.39	0	438.32	0	34.32	18.72	1859.73	0.65
1980	8	28	12	45964.8	0	421.84	0	33.68	18.88	1918.2	0.65
1980	8	29	12	45964.8	14.18	305.42	0	32.93	18.6	2104.29	0.65
1980	8	30	12	45964.8	0	381.01	0	32.21	19.32	2119.17	0.65
1980	8	31	12	45619.18	0	410.79	0	33.54	19.1	2026.03	0.65
1980	9	1	12	45619.18	0	415.29	0	34.55	19.62	2076.74	0.65
1980	9	2	12	45334.31	0	414.09	0	34.85	19.8	2102.92	0.65
1980	9	3	12	45273.66	10.17	319.75	0	35.23	18.93	2171.21	0.65
1980	9	4	12	45273.66	0	413.53	0	34.54	19.23	2089.72	0.65
1980	9	5	12	44928.02	0	402.77	0	34.74	19.82	2187.02	0.65
1980	9	6	12	44928.02	12.53	309.46	0	34.53	20.07	2317.32	0.65
1980	9	7	12	44928.02	0	412.93	0	35.26	19.51	2185.01	0.65
1980	9	8	12	44582.39	0.72	442.33	0	36.02	17.47	1867.41	0.65
1980	9	9	12	44582.39	0	442.42	0	36.12	18.19	1968.57	0.65
1980	9	10	12	44582.39	0	443.04	0	36.13	17.95	1939.64	0.65
1980	9	11	12	44236.79	0	446.74	0	35.19	16.8	1806.18	0.65
1980	9	12	12	44236.79	0	422.25	0	34.11	17.3	1911.36	0.65
1980	9	13	12	43891.22	0	408.42	0	34.66	18.36	2058.73	0.65
1980	9	14	12	43891.22	0	391.32	0	35.36	19.6	2247.1	0.65
1980	9	15	12	43891.22	0	412.2	0	36.55	19.12	2144.03	0.65
1980	9	16	12	43545.59	0	441.29	0	36.46	16.91	1829.55	0.65
1980	9	17	12	43545.59	0	420.47	0	35.26	17.19	1897.57	0.65
1980	9	18	12	43545.59	5.49	247.08	0	26.9	14.99	1716.42	0.65
1980	9	19	12	43200	0	373.7	0	30.22	15.71	1767.49	0.65
1980	9	20	12	43200	0	332.9	0	30.34	17.68	2020.47	0.65
1980	9	21	12	42854.41	0.73	321.99	0	33.27	20.54	2394.32	0.65
1980	9	22	12	42854.41	0.8	294.81	0	33.25	21.7	2589.73	0.65
1980	9	23	12	42854.41	0	351.01	0	34.69	20.25	2299.64	0.65
1980	9	24	12	42508.82	0.77	343.61	0	34.25	19.66	2198.98	0.65
1980	9	25	12	42508.82	0	292.67	0	31.03	19.84	2299.46	0.65
1980	9	26	12	42508.82	35.78	197.68	0	26.73	17.31	1972.3	0.65
1980	9	27	12	42163.18	0	343.85	0	25.99	13.36	1532.17	0.65
1980	9	28	12	42163.18	17.33	193.25	0	22.57	13.79	1583.07	0.65
1980	9	29	12	41817.56	30.6	93.59	0	18.58	14.71	1674.88	0.65
1980	9	30	12	41817.56	43	101.97	0	18.71	14.5	1649.17	0.65
1980	10	1	12	41817.56	0.52	180.45	0	20.39	14.5	1649.03	0.65
1980	10	2	12	41472.04	0	337.67	0	24.46	12.67	1453.87	0.65
1980	10	3	12	41472.04	0	414.8	0	23.93	7.96	1076.43	0.65
1980	10	4	12	41472.04	0	441.45	0	21.92	3.98	807.54	0.65
1980	10	5	12	41126.4	0	439.09	0	22.53	4.32	825.22	0.65
1980	10	6	12	41126.4	0	411.46	0	18.23	2.62	729.96	0.65
1980	10	7	12	41065.74	0	444.47	0	21.83	2.53	726.38	0.65
1980	10	8	12	40780.8	0	454.68	0	26.26	4.18	817.74	0.65
1980	10	9	12	40780.8	0	432	0	28.02	7.72	1057.9	0.65
1980	10	10	12	40435.16	0	415.19	0	29.87	10.44	1275.19	0.65
1980	10	11	12	40435.16	0	391.08	0	28.86	11.57	1365.89	0.65
1980	10	12	12	40435.16	0	430.37	0	23.77	3.72	800.12	0.65
1980	10	13	12	40089.63	0	424.13	0	21.27	2.03	709.18	0.65
1980	10	14	12	40089.63	0	433.01	0	22.96	1.78	701.25	0.65
1980	10	15	12	40089.63	0	426.43	0	24.98	3.69	797.54	0.65
1980	10	16	12	39744.01	0	392.26	0	26.51	8.12	1089.9	0.65
1980	10	17	12	39744.01	0	284.13	0	26.06	14.57	1661.61	0.65
1980	10	18	12	39744.01	18.2	120.03	0	24.81	18.66	2145.28	0.65
1980	10	19	12	39398.38	15.26	161.91	0	24.97	16.64	1886.08	0.65
1980	10	20	12	39398.38	0	401.74	0	23.02	3.75	802.05	0.65
1980	10	21	12	39398.38	0	367	0	20.03	4.01	810.29	0.65
1980	10	22	12	39052.81	0	386.26	0	24.25	5.42	905.66	0.65
1980	10	23	12	39052.81	0	344.86	0	24.31	8.66	1133.13	0.65
1980	10	24	12	39052.81	7.73	221.43	0	22.22	9.8	1224.05	0.65
1980	10	25	12	38707.2	14.86	250.71	0	16.92	2.57	730.75	0.65
1980	10	26	12	38707.2	0	345.66	0	16.18	0.8	640.66	0.65
1980	10	27	12	38707.2	0	348.06	0	20.11	3.81	803.14	0.65
1980	10	28	12	38361.58	43.79	161.69	0	20.4	11.4	1352.17	0.65
1980	10	29	12	38361.58	0	253	0	18.31	7.52	1041.42	0.65
1980	10	30	12	38361.58	0	235.88	0	12.21	2.45	730.98	0.65
1980	10	31	12	38015.98	0	346.52	0	16.54	-0.73	578.59	0.65
1980	11	1	12	38015.98	0	359.48	0	19.75	0.35	626.03	0.65
1980	11	2	12	38015.98	0	362.58	0	23.19	2.42	728.43	0.65
1980	11	3	12	37748.99	0	331.11	0	23.81	5.92	927.73	0.65
1980	11	4	12	37670.41	0	308.49	0	23.04	7.02	1001.49	0.65
1980	11	5	12	37670.41	0	343.86	0	21.73	2.43	722.15	0.65
1980	11	6	12	37660.82	0	344.94	0	19.66	0.31	623.59	0.65
1980	11	7	12	37324.8	0	342.74	0	22.37	2.61	730.32	0.65
1980	11	8	12	37324.8	0	319.94	0	25.08	6.98	998.7	0.65
1980	11	9	12	37324.8	0	274.97	0	25.01	10.5	1280	0.65
1980	11	10	12	37132.57	0	293.19	0	24.61	8.71	1136.45	0.65
1980	11	11	12	36979.2	0	328.86	0	23.89	4.65	851.73	0.65
1980	11	12	12	36979.2	0	330.29	0	21.64	2.37	720.85	0.65
1980	11	13	12	36979.2	0	339.39	0	21.58	0.94	648.14	0.65
1980	11	14	12	36712.22	0	301.29	0	21.09	4.52	841.77	0.65
1980	11	15	12	36633.64	34.38	116.93	0	17.78	10.51	1280.49	0.65
1980	11	16	12	36633.64	5.18	116.42	0	16.91	9.78	1222.03	0.65
1980	11	17	12	36633.64	15.09	113.93	0	16.02	8.97	1157.79	0.65
1980	11	18	12	36441.39	5.55	172.84	0	14.62	3.47	789.43	0.65
1980	11	19	12	36288	0	188.11	0	6.44	-1.94	525.07	0.65
1980	11	20	12	36288	0	278.64	0	10.4	-3.5	473.14	0.65
1980	11	21	12	36288	0	307.76	0	12.39	-4.23	443.63	0.65
1980	11	22	12	36278.43	0	297.61	0	13.5	-2.43	511.5	0.65
1980	11	23	12	36020.98	28.53	133.56	0	11.89	3.73	797.06	0.65
1980	11	24	12	35942.38	23.36	80.9	0	12.17	7.44	1035.38	0.65
1980	11	25	12	35942.38	0	135.98	0	10.87	4.94	875.27	0.65
1980	11	26	12	35942.38	0	191.51	0	11.39	2.88	750.65	0.65
1980	11	27	12	35942.38	29.25	123.14	0	9.04	1.94	708.58	0.65
1980	11	28	12	35819.41	2.61	75.02	0	3.93	0.45	632.54	0.65
1980	11	29	12	35613.79	0	218.13	0	7.18	-2.5	513.94	0.65
1980	11	30	12	35596.81	0	313.17	0	14.63	-3.15	480.12	0.65
1980	12	1	12	35596.81	0	321.89	0	18.46	-1.51	559.16	0.65
1980	12	2	12	35596.81	0	302.05	0	19.48	2.14	719.44	0.65
1980	12	3	12	35596.81	0	309.53	0	15.56	-2.29	518.68	0.65
1980	12	4	12	35596.81	0	302.25	0	13.71	-3.11	483.33	0.65
1980	12	5	12	35473.84	0	317.71	0	17.78	-2.11	521.84	0.65
1980	12	6	12	35329.8	0	311.11	0	19.8	0.41	626.53	0.65
1980	12	7	12	35251.21	0	300.5	0	22.32	3.89	801.95	0.65
1980	12	8	12	35251.21	0	287.72	0	22.53	5.61	919.28	0.65
1980	12	9	12	35251.21	9.21	185.65	0	21.39	8.38	1110.18	0.65
1980	12	10	12	35251.21	17.93	186.54	0	17.35	4.74	859.51	0.65
1980	12	11	12	35251.21	0	218.38	0	7.8	-2.01	524.44	0.65
1980	12	12	12	35251.21	0	288.76	0	12.48	-2.76	498.77	0.65
1980	12	13	12	35251.21	0	311.19	0	16.84	-1.95	524.13	0.65
1980	12	14	12	35251.21	0	308.95	0	15.78	-2.61	507.29	0.65
1980	12	15	12	35251.21	0	295.78	0	13.07	-3.52	466.84	0.65
1980	12	16	12	35251.21	0	278.38	0	13.69	-1.32	557.1	0.65
1980	12	17	12	35251.21	0	253.51	0	11.75	-1.15	563.29	0.65
1980	12	18	12	35251.21	0	272.1	0	12.33	-2.29	520	0.65
1980	12	19	12	35251.21	0	281.95	0	14.56	-1.49	556.24	0.65
1980	12	20	12	35251.21	0	254.75	0	7.69	-5.34	415.93	0.65
